"cohort","subtype","bootstrap","model","metric","value"
"Training cohort","IDHmut-intact",1,"3D-CNN","cindex",0.6829643296432965
"Training cohort","IDHmut-intact",2,"3D-CNN","cindex",0.6617292225201072
"Training cohort","IDHmut-intact",3,"3D-CNN","cindex",0.67906186267845
"Training cohort","IDHmut-intact",4,"3D-CNN","cindex",0.5734922588585865
"Training cohort","IDHmut-intact",5,"3D-CNN","cindex",0.6129032258064516
"Training cohort","IDHmut-intact",6,"3D-CNN","cindex",0.6539411474137322
"Training cohort","IDHmut-intact",7,"3D-CNN","cindex",0.6289782794146598
"Training cohort","IDHmut-intact",8,"3D-CNN","cindex",0.67564031947122
"Training cohort","IDHmut-intact",9,"3D-CNN","cindex",0.6619178082191781
"Training cohort","IDHmut-intact",10,"3D-CNN","cindex",0.6511814177012415
"Training cohort","IDHmut-intact",11,"3D-CNN","cindex",0.6322089993662419
"Training cohort","IDHmut-intact",12,"3D-CNN","cindex",0.6816112084063047
"Training cohort","IDHmut-intact",13,"3D-CNN","cindex",0.62938126512271
"Training cohort","IDHmut-intact",14,"3D-CNN","cindex",0.687134291699776
"Training cohort","IDHmut-intact",15,"3D-CNN","cindex",0.6688667992047714
"Training cohort","IDHmut-intact",16,"3D-CNN","cindex",0.6735537190082644
"Training cohort","IDHmut-intact",17,"3D-CNN","cindex",0.6240693892302132
"Training cohort","IDHmut-intact",18,"3D-CNN","cindex",0.6131268933019185
"Training cohort","IDHmut-intact",19,"3D-CNN","cindex",0.6207562971075179
"Training cohort","IDHmut-intact",20,"3D-CNN","cindex",0.7214822162391952
"Training cohort","IDHmut-intact",21,"3D-CNN","cindex",0.6721265963353693
"Training cohort","IDHmut-intact",22,"3D-CNN","cindex",0.596544564733798
"Training cohort","IDHmut-intact",23,"3D-CNN","cindex",0.6577434067023598
"Training cohort","IDHmut-intact",24,"3D-CNN","cindex",0.6550715945723068
"Training cohort","IDHmut-intact",25,"3D-CNN","cindex",0.624670318523027
"Training cohort","IDHmut-intact",26,"3D-CNN","cindex",0.6722774432271639
"Training cohort","IDHmut-intact",27,"3D-CNN","cindex",0.6043269546919182
"Training cohort","IDHmut-intact",28,"3D-CNN","cindex",0.6677910147839816
"Training cohort","IDHmut-intact",29,"3D-CNN","cindex",0.6593413634033829
"Training cohort","IDHmut-intact",30,"3D-CNN","cindex",0.6649324429259202
"Training cohort","IDHmut-intact",31,"3D-CNN","cindex",0.6467372257657531
"Training cohort","IDHmut-intact",32,"3D-CNN","cindex",0.6936263736263737
"Training cohort","IDHmut-intact",33,"3D-CNN","cindex",0.5852079728257387
"Training cohort","IDHmut-intact",34,"3D-CNN","cindex",0.6233675224565204
"Training cohort","IDHmut-intact",35,"3D-CNN","cindex",0.6500931365525147
"Training cohort","IDHmut-intact",36,"3D-CNN","cindex",0.6434043105686835
"Training cohort","IDHmut-intact",37,"3D-CNN","cindex",0.6831828948210742
"Training cohort","IDHmut-intact",38,"3D-CNN","cindex",0.6584837991590403
"Training cohort","IDHmut-intact",39,"3D-CNN","cindex",0.6615553874716358
"Training cohort","IDHmut-intact",40,"3D-CNN","cindex",0.6242584472530307
"Training cohort","IDHmut-intact",41,"3D-CNN","cindex",0.6650745829965464
"Training cohort","IDHmut-intact",42,"3D-CNN","cindex",0.6550713795898011
"Training cohort","IDHmut-intact",43,"3D-CNN","cindex",0.6613632024438363
"Training cohort","IDHmut-intact",44,"3D-CNN","cindex",0.6478382581648523
"Training cohort","IDHmut-intact",45,"3D-CNN","cindex",0.6204788213627992
"Training cohort","IDHmut-intact",46,"3D-CNN","cindex",0.6766507828454731
"Training cohort","IDHmut-intact",47,"3D-CNN","cindex",0.6832148128270495
"Training cohort","IDHmut-intact",48,"3D-CNN","cindex",0.6366202731092436
"Training cohort","IDHmut-intact",49,"3D-CNN","cindex",0.6700753126511435
"Training cohort","IDHmut-intact",50,"3D-CNN","cindex",0.6989190264606406
"Training cohort","IDHmut-intact",51,"3D-CNN","cindex",0.604344257119404
"Training cohort","IDHmut-intact",52,"3D-CNN","cindex",0.6320413436692507
"Training cohort","IDHmut-intact",53,"3D-CNN","cindex",0.6970511140235911
"Training cohort","IDHmut-intact",54,"3D-CNN","cindex",0.6486702127659575
"Training cohort","IDHmut-intact",55,"3D-CNN","cindex",0.6855517220507233
"Training cohort","IDHmut-intact",56,"3D-CNN","cindex",0.6330268981954376
"Training cohort","IDHmut-intact",57,"3D-CNN","cindex",0.7072589382448538
"Training cohort","IDHmut-intact",58,"3D-CNN","cindex",0.6182323675738952
"Training cohort","IDHmut-intact",59,"3D-CNN","cindex",0.6178843896713615
"Training cohort","IDHmut-intact",60,"3D-CNN","cindex",0.6066760753512916
"Training cohort","IDHmut-intact",61,"3D-CNN","cindex",0.7147660409078174
"Training cohort","IDHmut-intact",62,"3D-CNN","cindex",0.6735739750445633
"Training cohort","IDHmut-intact",63,"3D-CNN","cindex",0.5775329048056321
"Training cohort","IDHmut-intact",64,"3D-CNN","cindex",0.620767960363336
"Training cohort","IDHmut-intact",65,"3D-CNN","cindex",0.6725104181635293
"Training cohort","IDHmut-intact",66,"3D-CNN","cindex",0.6283207116239933
"Training cohort","IDHmut-intact",67,"3D-CNN","cindex",0.6228306317658514
"Training cohort","IDHmut-intact",68,"3D-CNN","cindex",0.6206974467123597
"Training cohort","IDHmut-intact",69,"3D-CNN","cindex",0.6573510016956603
"Training cohort","IDHmut-intact",70,"3D-CNN","cindex",0.6878531073446328
"Training cohort","IDHmut-intact",71,"3D-CNN","cindex",0.6526482714874723
"Training cohort","IDHmut-intact",72,"3D-CNN","cindex",0.6495220755575786
"Training cohort","IDHmut-intact",73,"3D-CNN","cindex",0.6410115448048378
"Training cohort","IDHmut-intact",74,"3D-CNN","cindex",0.6475674191998902
"Training cohort","IDHmut-intact",75,"3D-CNN","cindex",0.639926901506081
"Training cohort","IDHmut-intact",76,"3D-CNN","cindex",0.613169897377423
"Training cohort","IDHmut-intact",77,"3D-CNN","cindex",0.6846938086557288
"Training cohort","IDHmut-intact",78,"3D-CNN","cindex",0.6409185803757829
"Training cohort","IDHmut-intact",79,"3D-CNN","cindex",0.6539567905012547
"Training cohort","IDHmut-intact",80,"3D-CNN","cindex",0.6786390740091196
"Training cohort","IDHmut-intact",81,"3D-CNN","cindex",0.7295308857808858
"Training cohort","IDHmut-intact",82,"3D-CNN","cindex",0.6107283464566929
"Training cohort","IDHmut-intact",83,"3D-CNN","cindex",0.6437624064742709
"Training cohort","IDHmut-intact",84,"3D-CNN","cindex",0.6384001130662145
"Training cohort","IDHmut-intact",85,"3D-CNN","cindex",0.6776532630191167
"Training cohort","IDHmut-intact",86,"3D-CNN","cindex",0.5769120184013801
"Training cohort","IDHmut-intact",87,"3D-CNN","cindex",0.6366661736429522
"Training cohort","IDHmut-intact",88,"3D-CNN","cindex",0.6714214034836212
"Training cohort","IDHmut-intact",89,"3D-CNN","cindex",0.6014098536510613
"Training cohort","IDHmut-intact",90,"3D-CNN","cindex",0.6492379658970877
"Training cohort","IDHmut-intact",91,"3D-CNN","cindex",0.6155175990595394
"Training cohort","IDHmut-intact",92,"3D-CNN","cindex",0.6913348620665694
"Training cohort","IDHmut-intact",93,"3D-CNN","cindex",0.6068419066784052
"Training cohort","IDHmut-intact",94,"3D-CNN","cindex",0.6622900559850706
"Training cohort","IDHmut-intact",95,"3D-CNN","cindex",0.6555700459880568
"Training cohort","IDHmut-intact",96,"3D-CNN","cindex",0.617124291265847
"Training cohort","IDHmut-intact",97,"3D-CNN","cindex",0.6916500249625561
"Training cohort","IDHmut-intact",98,"3D-CNN","cindex",0.6446835443037975
"Training cohort","IDHmut-intact",99,"3D-CNN","cindex",0.7105729877216916
"Training cohort","IDHmut-intact",100,"3D-CNN","cindex",0.6195426195426196
"Training cohort","IDHmut-intact",1,"Clinicoradiologic","cindex",0.6859624846248462
"Training cohort","IDHmut-intact",2,"Clinicoradiologic","cindex",0.61420911528150135
"Training cohort","IDHmut-intact",3,"Clinicoradiologic","cindex",0.6393609789259007
"Training cohort","IDHmut-intact",4,"Clinicoradiologic","cindex",0.6896741594869469
"Training cohort","IDHmut-intact",5,"Clinicoradiologic","cindex",0.6277697115081119
"Training cohort","IDHmut-intact",6,"Clinicoradiologic","cindex",0.6576106132241902
"Training cohort","IDHmut-intact",7,"Clinicoradiologic","cindex",0.6746505676225474
"Training cohort","IDHmut-intact",8,"Clinicoradiologic","cindex",0.7060038556871385
"Training cohort","IDHmut-intact",9,"Clinicoradiologic","cindex",0.626986301369863
"Training cohort","IDHmut-intact",10,"Clinicoradiologic","cindex",0.6539180349753038
"Training cohort","IDHmut-intact",11,"Clinicoradiologic","cindex",0.6658686008027603
"Training cohort","IDHmut-intact",12,"Clinicoradiologic","cindex",0.6651488616462347
"Training cohort","IDHmut-intact",13,"Clinicoradiologic","cindex",0.6671966816453508
"Training cohort","IDHmut-intact",14,"Clinicoradiologic","cindex",0.6553131546630065
"Training cohort","IDHmut-intact",15,"Clinicoradiologic","cindex",0.6480715705765407
"Training cohort","IDHmut-intact",16,"Clinicoradiologic","cindex",0.6520119225037257
"Training cohort","IDHmut-intact",17,"Clinicoradiologic","cindex",0.6402602096132997
"Training cohort","IDHmut-intact",18,"Clinicoradiologic","cindex",0.6538875799394144
"Training cohort","IDHmut-intact",19,"Clinicoradiologic","cindex",0.6188236809894995
"Training cohort","IDHmut-intact",20,"Clinicoradiologic","cindex",0.6998016154173161
"Training cohort","IDHmut-intact",21,"Clinicoradiologic","cindex",0.6166018878400888
"Training cohort","IDHmut-intact",22,"Clinicoradiologic","cindex",0.6652825152009492
"Training cohort","IDHmut-intact",23,"Clinicoradiologic","cindex",0.6273382246017583
"Training cohort","IDHmut-intact",24,"Clinicoradiologic","cindex",0.7096858834995127
"Training cohort","IDHmut-intact",25,"Clinicoradiologic","cindex",0.6750524109014675
"Training cohort","IDHmut-intact",26,"Clinicoradiologic","cindex",0.6953493433940361
"Training cohort","IDHmut-intact",27,"Clinicoradiologic","cindex",0.6427303215624384
"Training cohort","IDHmut-intact",28,"Clinicoradiologic","cindex",0.6205683938567532
"Training cohort","IDHmut-intact",29,"Clinicoradiologic","cindex",0.6340978985135828
"Training cohort","IDHmut-intact",30,"Clinicoradiologic","cindex",0.6852383910545116
"Training cohort","IDHmut-intact",31,"Clinicoradiologic","cindex",0.6126726011074508
"Training cohort","IDHmut-intact",32,"Clinicoradiologic","cindex",0.63010989010989
"Training cohort","IDHmut-intact",33,"Clinicoradiologic","cindex",0.6769211049157213
"Training cohort","IDHmut-intact",34,"Clinicoradiologic","cindex",0.6183028604191884
"Training cohort","IDHmut-intact",35,"Clinicoradiologic","cindex",0.6817953861584755
"Training cohort","IDHmut-intact",36,"Clinicoradiologic","cindex",0.6872240976369774
"Training cohort","IDHmut-intact",37,"Clinicoradiologic","cindex",0.7303629729210678
"Training cohort","IDHmut-intact",38,"Clinicoradiologic","cindex",0.6950902794954241
"Training cohort","IDHmut-intact",39,"Clinicoradiologic","cindex",0.5913497902771092
"Training cohort","IDHmut-intact",40,"Clinicoradiologic","cindex",0.6212922362651534
"Training cohort","IDHmut-intact",41,"Clinicoradiologic","cindex",0.6095231097068117
"Training cohort","IDHmut-intact",42,"Clinicoradiologic","cindex",0.6741474970388379
"Training cohort","IDHmut-intact",43,"Clinicoradiologic","cindex",0.6568128301406478
"Training cohort","IDHmut-intact",44,"Clinicoradiologic","cindex",0.6228926905132193
"Training cohort","IDHmut-intact",45,"Clinicoradiologic","cindex",0.6171270718232045
"Training cohort","IDHmut-intact",46,"Clinicoradiologic","cindex",0.626072157930565
"Training cohort","IDHmut-intact",47,"Clinicoradiologic","cindex",0.6469877901516168
"Training cohort","IDHmut-intact",48,"Clinicoradiologic","cindex",0.6538865546218487
"Training cohort","IDHmut-intact",49,"Clinicoradiologic","cindex",0.6900089822427969
"Training cohort","IDHmut-intact",50,"Clinicoradiologic","cindex",0.6952384110352146
"Training cohort","IDHmut-intact",51,"Clinicoradiologic","cindex",0.6538485824335417
"Training cohort","IDHmut-intact",52,"Clinicoradiologic","cindex",0.6736803248431156
"Training cohort","IDHmut-intact",53,"Clinicoradiologic","cindex",0.6647444298820446
"Training cohort","IDHmut-intact",54,"Clinicoradiologic","cindex",0.5975398936170213
"Training cohort","IDHmut-intact",55,"Clinicoradiologic","cindex",0.655347739240966
"Training cohort","IDHmut-intact",56,"Clinicoradiologic","cindex",0.6010554988083078
"Training cohort","IDHmut-intact",57,"Clinicoradiologic","cindex",0.6719032141567353
"Training cohort","IDHmut-intact",58,"Clinicoradiologic","cindex",0.6849575651155985
"Training cohort","IDHmut-intact",59,"Clinicoradiologic","cindex",0.6396713615023474
"Training cohort","IDHmut-intact",60,"Clinicoradiologic","cindex",0.6195312020617292
"Training cohort","IDHmut-intact",61,"Clinicoradiologic","cindex",0.613617259736621
"Training cohort","IDHmut-intact",62,"Clinicoradiologic","cindex",0.6874628639334521
"Training cohort","IDHmut-intact",63,"Clinicoradiologic","cindex",0.604897459442914
"Training cohort","IDHmut-intact",64,"Clinicoradiologic","cindex",0.6440613817781448
"Training cohort","IDHmut-intact",65,"Clinicoradiologic","cindex",0.6689897973846817
"Training cohort","IDHmut-intact",66,"Clinicoradiologic","cindex",0.6765236206274793
"Training cohort","IDHmut-intact",67,"Clinicoradiologic","cindex",0.6601179907211181
"Training cohort","IDHmut-intact",68,"Clinicoradiologic","cindex",0.6158017624463358
"Training cohort","IDHmut-intact",69,"Clinicoradiologic","cindex",0.6495007222257112
"Training cohort","IDHmut-intact",70,"Clinicoradiologic","cindex",0.6537429378531073
"Training cohort","IDHmut-intact",71,"Clinicoradiologic","cindex",0.6784015223596574
"Training cohort","IDHmut-intact",72,"Clinicoradiologic","cindex",0.6340464269458352
"Training cohort","IDHmut-intact",73,"Clinicoradiologic","cindex",0.6156007574369311
"Training cohort","IDHmut-intact",74,"Clinicoradiologic","cindex",0.7028751801276333
"Training cohort","IDHmut-intact",75,"Clinicoradiologic","cindex",0.6497573886193206
"Training cohort","IDHmut-intact",76,"Clinicoradiologic","cindex",0.6277080957810719
"Training cohort","IDHmut-intact",77,"Clinicoradiologic","cindex",0.6707177098102761
"Training cohort","IDHmut-intact",78,"Clinicoradiologic","cindex",0.6566121949463681
"Training cohort","IDHmut-intact",79,"Clinicoradiologic","cindex",0.6720117510251545
"Training cohort","IDHmut-intact",80,"Clinicoradiologic","cindex",0.6547527183444406
"Training cohort","IDHmut-intact",81,"Clinicoradiologic","cindex",0.6641535547785548
"Training cohort","IDHmut-intact",82,"Clinicoradiologic","cindex",0.6654949381327334
"Training cohort","IDHmut-intact",83,"Clinicoradiologic","cindex",0.6212780577187357
"Training cohort","IDHmut-intact",84,"Clinicoradiologic","cindex",0.6087908981697406
"Training cohort","IDHmut-intact",85,"Clinicoradiologic","cindex",0.6244561634805537
"Training cohort","IDHmut-intact",86,"Clinicoradiologic","cindex",0.6619824611845888
"Training cohort","IDHmut-intact",87,"Clinicoradiologic","cindex",0.630528028398166
"Training cohort","IDHmut-intact",88,"Clinicoradiologic","cindex",0.6349365636871909
"Training cohort","IDHmut-intact",89,"Clinicoradiologic","cindex",0.6557351927055398
"Training cohort","IDHmut-intact",90,"Clinicoradiologic","cindex",0.6685528896936774
"Training cohort","IDHmut-intact",91,"Clinicoradiologic","cindex",0.666136505082636
"Training cohort","IDHmut-intact",92,"Clinicoradiologic","cindex",0.6797303870474602
"Training cohort","IDHmut-intact",93,"Clinicoradiologic","cindex",0.648157464469878
"Training cohort","IDHmut-intact",94,"Clinicoradiologic","cindex",0.6512929885363903
"Training cohort","IDHmut-intact",95,"Clinicoradiologic","cindex",0.6305854897384858
"Training cohort","IDHmut-intact",96,"Clinicoradiologic","cindex",0.6124737210932025
"Training cohort","IDHmut-intact",97,"Clinicoradiologic","cindex",0.6653145282076884
"Training cohort","IDHmut-intact",98,"Clinicoradiologic","cindex",0.6293670886075949
"Training cohort","IDHmut-intact",99,"Clinicoradiologic","cindex",0.6167803547066848
"Training cohort","IDHmut-intact",100,"Clinicoradiologic","cindex",0.6528737173898465
"Training cohort","IDHmut-intact",1,"3D-ViT","cindex",0.7303582410824108
"Training cohort","IDHmut-intact",2,"3D-ViT","cindex",0.6913203753351207
"Training cohort","IDHmut-intact",3,"3D-ViT","cindex",0.7167233174711081
"Training cohort","IDHmut-intact",4,"3D-ViT","cindex",0.6375915009393016
"Training cohort","IDHmut-intact",5,"3D-ViT","cindex",0.6421627422511205
"Training cohort","IDHmut-intact",6,"3D-ViT","cindex",0.6878131395102675
"Training cohort","IDHmut-intact",7,"3D-ViT","cindex",0.6541111621497473
"Training cohort","IDHmut-intact",8,"3D-ViT","cindex",0.7003236023134123
"Training cohort","IDHmut-intact",9,"3D-ViT","cindex",0.6872945205479453
"Training cohort","IDHmut-intact",10,"3D-ViT","cindex",0.6752102523027633
"Training cohort","IDHmut-intact",11,"3D-ViT","cindex",0.6651996338286036
"Training cohort","IDHmut-intact",12,"3D-ViT","cindex",0.7362521891418564
"Training cohort","IDHmut-intact",13,"3D-ViT","cindex",0.6812996889042516
"Training cohort","IDHmut-intact",14,"3D-ViT","cindex",0.7102867875460521
"Training cohort","IDHmut-intact",15,"3D-ViT","cindex",0.6931212723658051
"Training cohort","IDHmut-intact",16,"3D-ViT","cindex",0.6880842704240617
"Training cohort","IDHmut-intact",17,"3D-ViT","cindex",0.6745934224792194
"Training cohort","IDHmut-intact",18,"3D-ViT","cindex",0.6543924604510266
"Training cohort","IDHmut-intact",19,"3D-ViT","cindex",0.6564130644849578
"Training cohort","IDHmut-intact",20,"3D-ViT","cindex",0.7238557460677342
"Training cohort","IDHmut-intact",21,"3D-ViT","cindex",0.7065866185452526
"Training cohort","IDHmut-intact",22,"3D-ViT","cindex",0.6258341984279994
"Training cohort","IDHmut-intact",23,"3D-ViT","cindex",0.6713265913146936
"Training cohort","IDHmut-intact",24,"3D-ViT","cindex",0.6628307969113127
"Training cohort","IDHmut-intact",25,"3D-ViT","cindex",0.6548319469804558
"Training cohort","IDHmut-intact",26,"3D-ViT","cindex",0.6754335050424436
"Training cohort","IDHmut-intact",27,"3D-ViT","cindex",0.6413164989807325
"Training cohort","IDHmut-intact",28,"3D-ViT","cindex",0.674214152432898
"Training cohort","IDHmut-intact",29,"3D-ViT","cindex",0.6578357252690927
"Training cohort","IDHmut-intact",30,"3D-ViT","cindex",0.6547600559093028
"Training cohort","IDHmut-intact",31,"3D-ViT","cindex",0.690159108432046
"Training cohort","IDHmut-intact",32,"3D-ViT","cindex",0.6963736263736264
"Training cohort","IDHmut-intact",33,"3D-ViT","cindex",0.6380824200474268
"Training cohort","IDHmut-intact",34,"3D-ViT","cindex",0.652863604510416
"Training cohort","IDHmut-intact",35,"3D-ViT","cindex",0.6867746095429145
"Training cohort","IDHmut-intact",36,"3D-ViT","cindex",0.6372695403791223
"Training cohort","IDHmut-intact",37,"3D-ViT","cindex",0.6918571154215479
"Training cohort","IDHmut-intact",38,"3D-ViT","cindex",0.6843309423695276
"Training cohort","IDHmut-intact",39,"3D-ViT","cindex",0.6664030805198378
"Training cohort","IDHmut-intact",40,"3D-ViT","cindex",0.6621421201960278
"Training cohort","IDHmut-intact",41,"3D-ViT","cindex",0.6722022191197002
"Training cohort","IDHmut-intact",42,"3D-ViT","cindex",0.6874571410759928
"Training cohort","IDHmut-intact",43,"3D-ViT","cindex",0.7173359638515878
"Training cohort","IDHmut-intact",44,"3D-ViT","cindex",0.6954276827371695
"Training cohort","IDHmut-intact",45,"3D-ViT","cindex",0.6582688766114181
"Training cohort","IDHmut-intact",46,"3D-ViT","cindex",0.7340367597004765
"Training cohort","IDHmut-intact",47,"3D-ViT","cindex",0.6921038507983363
"Training cohort","IDHmut-intact",48,"3D-ViT","cindex",0.6398043592436975
"Training cohort","IDHmut-intact",49,"3D-ViT","cindex",0.7214122849443791
"Training cohort","IDHmut-intact",50,"3D-ViT","cindex",0.7150673121559785
"Training cohort","IDHmut-intact",51,"3D-ViT","cindex",0.644945381069647
"Training cohort","IDHmut-intact",52,"3D-ViT","cindex",0.6682539682539683
"Training cohort","IDHmut-intact",53,"3D-ViT","cindex",0.714121887287025
"Training cohort","IDHmut-intact",54,"3D-ViT","cindex",0.6842420212765957
"Training cohort","IDHmut-intact",55,"3D-ViT","cindex",0.7210217299194964
"Training cohort","IDHmut-intact",56,"3D-ViT","cindex",0.6548178413346952
"Training cohort","IDHmut-intact",57,"3D-ViT","cindex",0.7064644275911882
"Training cohort","IDHmut-intact",58,"3D-ViT","cindex",0.6639596136962247
"Training cohort","IDHmut-intact",59,"3D-ViT","cindex",0.6440360915492958
"Training cohort","IDHmut-intact",60,"3D-ViT","cindex",0.6320795238387433
"Training cohort","IDHmut-intact",61,"3D-ViT","cindex",0.7296161389745026
"Training cohort","IDHmut-intact",62,"3D-ViT","cindex",0.6895424836601307
"Training cohort","IDHmut-intact",63,"3D-ViT","cindex",0.6058157330884604
"Training cohort","IDHmut-intact",64,"3D-ViT","cindex",0.6643614093036059
"Training cohort","IDHmut-intact",65,"3D-ViT","cindex",0.6822100876562724
"Training cohort","IDHmut-intact",66,"3D-ViT","cindex",0.6555775934607525
"Training cohort","IDHmut-intact",67,"3D-ViT","cindex",0.6613208087519331
"Training cohort","IDHmut-intact",68,"3D-ViT","cindex",0.6559463734277322
"Training cohort","IDHmut-intact",69,"3D-ViT","cindex",0.6953463543302142
"Training cohort","IDHmut-intact",70,"3D-ViT","cindex",0.7172316384180791
"Training cohort","IDHmut-intact",71,"3D-ViT","cindex",0.6900095147478592
"Training cohort","IDHmut-intact",72,"3D-ViT","cindex",0.6974445672670525
"Training cohort","IDHmut-intact",73,"3D-ViT","cindex",0.653930731170973
"Training cohort","IDHmut-intact",74,"3D-ViT","cindex",0.677211281136348
"Training cohort","IDHmut-intact",75,"3D-ViT","cindex",0.6471737349549436
"Training cohort","IDHmut-intact",76,"3D-ViT","cindex",0.636153078677309
"Training cohort","IDHmut-intact",77,"3D-ViT","cindex",0.7042400918236446
"Training cohort","IDHmut-intact",78,"3D-ViT","cindex",0.6913109207400475
"Training cohort","IDHmut-intact",79,"3D-ViT","cindex",0.6801517840749127
"Training cohort","IDHmut-intact",80,"3D-ViT","cindex",0.6826727464047703
"Training cohort","IDHmut-intact",81,"3D-ViT","cindex",0.7359775641025641
"Training cohort","IDHmut-intact",82,"3D-ViT","cindex",0.6292182227221598
"Training cohort","IDHmut-intact",83,"3D-ViT","cindex",0.6889601465872652
"Training cohort","IDHmut-intact",84,"3D-ViT","cindex",0.6329234683061268
"Training cohort","IDHmut-intact",85,"3D-ViT","cindex",0.6958800263678313
"Training cohort","IDHmut-intact",86,"3D-ViT","cindex",0.6500503162737206
"Training cohort","IDHmut-intact",87,"3D-ViT","cindex",0.6898387812453779
"Training cohort","IDHmut-intact",88,"3D-ViT","cindex",0.6866174467780087
"Training cohort","IDHmut-intact",89,"3D-ViT","cindex",0.6247030878859857
"Training cohort","IDHmut-intact",90,"3D-ViT","cindex",0.6846989588048891
"Training cohort","IDHmut-intact",91,"3D-ViT","cindex",0.6287255376529977
"Training cohort","IDHmut-intact",92,"3D-ViT","cindex",0.7185046209436453
"Training cohort","IDHmut-intact",93,"3D-ViT","cindex",0.659791221230034
"Training cohort","IDHmut-intact",94,"3D-ViT","cindex",0.6864502799253532
"Training cohort","IDHmut-intact",95,"3D-ViT","cindex",0.6852220468117235
"Training cohort","IDHmut-intact",96,"3D-ViT","cindex",0.6432757851818819
"Training cohort","IDHmut-intact",97,"3D-ViT","cindex",0.734835247129306
"Training cohort","IDHmut-intact",98,"3D-ViT","cindex",0.6450949367088608
"Training cohort","IDHmut-intact",99,"3D-ViT","cindex",0.7162346521145976
"Training cohort","IDHmut-intact",100,"3D-ViT","cindex",0.6838575548252968
"Training cohort","IDHmut-intact",1,"CR-ViT","cindex",0.801660516605166
"Training cohort","IDHmut-intact",2,"CR-ViT","cindex",0.7443029490616622
"Training cohort","IDHmut-intact",3,"CR-ViT","cindex",0.7586675730795378
"Training cohort","IDHmut-intact",4,"CR-ViT","cindex",0.7193107469067824
"Training cohort","IDHmut-intact",5,"CR-ViT","cindex",0.6849946341771352
"Training cohort","IDHmut-intact",6,"CR-ViT","cindex",0.7469479923788018
"Training cohort","IDHmut-intact",7,"CR-ViT","cindex",0.7280661460725769
"Training cohort","IDHmut-intact",8,"CR-ViT","cindex",0.7658358578903883
"Training cohort","IDHmut-intact",9,"CR-ViT","cindex",0.7307534246575342
"Training cohort","IDHmut-intact",10,"CR-ViT","cindex",0.723801895608063
"Training cohort","IDHmut-intact",11,"CR-ViT","cindex",0.7232589254277868
"Training cohort","IDHmut-intact",12,"CR-ViT","cindex",0.7580385288966724
"Training cohort","IDHmut-intact",13,"CR-ViT","cindex",0.7523677843069478
"Training cohort","IDHmut-intact",14,"CR-ViT","cindex",0.7531604421007008
"Training cohort","IDHmut-intact",15,"CR-ViT","cindex",0.7366202783300199
"Training cohort","IDHmut-intact",16,"CR-ViT","cindex",0.7533532041728763
"Training cohort","IDHmut-intact",17,"CR-ViT","cindex",0.7264907842428623
"Training cohort","IDHmut-intact",18,"CR-ViT","cindex",0.7151800740491416
"Training cohort","IDHmut-intact",19,"CR-ViT","cindex",0.7038587901823101
"Training cohort","IDHmut-intact",20,"CR-ViT","cindex",0.7773841575740399
"Training cohort","IDHmut-intact",21,"CR-ViT","cindex",0.7552054414214325
"Training cohort","IDHmut-intact",22,"CR-ViT","cindex",0.6983538484354145
"Training cohort","IDHmut-intact",23,"CR-ViT","cindex",0.7223213695551589
"Training cohort","IDHmut-intact",24,"CR-ViT","cindex",0.7436089661893696
"Training cohort","IDHmut-intact",25,"CR-ViT","cindex",0.7450463244742003
"Training cohort","IDHmut-intact",26,"CR-ViT","cindex",0.7623884495392875
"Training cohort","IDHmut-intact",27,"CR-ViT","cindex",0.7169066877096074
"Training cohort","IDHmut-intact",28,"CR-ViT","cindex",0.724199799052677
"Training cohort","IDHmut-intact",29,"CR-ViT","cindex",0.7080343413634034
"Training cohort","IDHmut-intact",30,"CR-ViT","cindex",0.7381580990837087
"Training cohort","IDHmut-intact",31,"CR-ViT","cindex",0.7206840961659774
"Training cohort","IDHmut-intact",32,"CR-ViT","cindex",0.7366300366300367
"Training cohort","IDHmut-intact",33,"CR-ViT","cindex",0.7288341985515606
"Training cohort","IDHmut-intact",34,"CR-ViT","cindex",0.7034465184430145
"Training cohort","IDHmut-intact",35,"CR-ViT","cindex",0.7617853560682046
"Training cohort","IDHmut-intact",36,"CR-ViT","cindex",0.7246819008049857
"Training cohort","IDHmut-intact",37,"CR-ViT","cindex",0.7830484604058638
"Training cohort","IDHmut-intact",38,"CR-ViT","cindex",0.7430744496660895
"Training cohort","IDHmut-intact",39,"CR-ViT","cindex",0.698617891769236
"Training cohort","IDHmut-intact",40,"CR-ViT","cindex",0.6894506061387671
"Training cohort","IDHmut-intact",41,"CR-ViT","cindex",0.7153354397824969
"Training cohort","IDHmut-intact",42,"CR-ViT","cindex",0.7518857926563182
"Training cohort","IDHmut-intact",43,"CR-ViT","cindex",0.7658626614904855
"Training cohort","IDHmut-intact",44,"CR-ViT","cindex",0.7418351477449456
"Training cohort","IDHmut-intact",45,"CR-ViT","cindex",0.6992265193370166
"Training cohort","IDHmut-intact",46,"CR-ViT","cindex",0.776855003403676
"Training cohort","IDHmut-intact",47,"CR-ViT","cindex",0.7369515631289414
"Training cohort","IDHmut-intact",48,"CR-ViT","cindex",0.6964285714285714
"Training cohort","IDHmut-intact",49,"CR-ViT","cindex",0.7688108892420369
"Training cohort","IDHmut-intact",50,"CR-ViT","cindex",0.7944160753365608
"Training cohort","IDHmut-intact",51,"CR-ViT","cindex",0.7027846182989202
