"cohort","subtype","bootstrap","model","metric","value"
"Spatial validation cohort","IDHmut-intact",48,"CR-ViT","cindex",0.6909318751424014
"Spatial validation cohort","IDHmut-intact",49,"CR-ViT","cindex",0.6873949579831933
"Spatial validation cohort","IDHmut-intact",50,"CR-ViT","cindex",0.7217783952761375
"Spatial validation cohort","IDHmut-intact",51,"CR-ViT","cindex",0.7404183034292388
"Spatial validation cohort","IDHmut-intact",52,"CR-ViT","cindex",0.7051080108010801
"Spatial validation cohort","IDHmut-intact",53,"CR-ViT","cindex",0.6618950966777054
"Spatial validation cohort","IDHmut-intact",54,"CR-ViT","cindex",0.7293836026331538
"Spatial validation cohort","IDHmut-intact",55,"CR-ViT","cindex",0.6702293743244866
"Spatial validation cohort","IDHmut-intact",56,"CR-ViT","cindex",0.6408223928659896
"Spatial validation cohort","IDHmut-intact",57,"CR-ViT","cindex",0.6481196393226303
"Spatial validation cohort","IDHmut-intact",58,"CR-ViT","cindex",0.6647455415397999
"Spatial validation cohort","IDHmut-intact",59,"CR-ViT","cindex",0.6895979124658996
"Spatial validation cohort","IDHmut-intact",60,"CR-ViT","cindex",0.718128390596745
"Spatial validation cohort","IDHmut-intact",61,"CR-ViT","cindex",0.7148143864924251
"Spatial validation cohort","IDHmut-intact",62,"CR-ViT","cindex",0.6287803668815072
"Spatial validation cohort","IDHmut-intact",63,"CR-ViT","cindex",0.7191532714512112
"Spatial validation cohort","IDHmut-intact",64,"CR-ViT","cindex",0.7387811931027096
"Spatial validation cohort","IDHmut-intact",65,"CR-ViT","cindex",0.6177470775770457
"Spatial validation cohort","IDHmut-intact",66,"CR-ViT","cindex",0.7094958088327287
"Spatial validation cohort","IDHmut-intact",67,"CR-ViT","cindex",0.6848895692105839
"Spatial validation cohort","IDHmut-intact",68,"CR-ViT","cindex",0.7338332789914139
"Spatial validation cohort","IDHmut-intact",69,"CR-ViT","cindex",0.6623650576994664
"Spatial validation cohort","IDHmut-intact",70,"CR-ViT","cindex",0.6987696785289059
"Spatial validation cohort","IDHmut-intact",71,"CR-ViT","cindex",0.6456617096394566
"Spatial validation cohort","IDHmut-intact",72,"CR-ViT","cindex",0.7132004844214467
"Spatial validation cohort","IDHmut-intact",73,"CR-ViT","cindex",0.7072321245646384
"Spatial validation cohort","IDHmut-intact",74,"CR-ViT","cindex",0.647135726170668
"Spatial validation cohort","IDHmut-intact",75,"CR-ViT","cindex",0.7157569515962925
"Spatial validation cohort","IDHmut-intact",76,"CR-ViT","cindex",0.7041227983863032
"Spatial validation cohort","IDHmut-intact",77,"CR-ViT","cindex",0.7231889423670246
"Spatial validation cohort","IDHmut-intact",78,"CR-ViT","cindex",0.6853894642053129
"Spatial validation cohort","IDHmut-intact",79,"CR-ViT","cindex",0.6766954995612385
"Spatial validation cohort","IDHmut-intact",80,"CR-ViT","cindex",0.7706082581027083
"Spatial validation cohort","IDHmut-intact",81,"CR-ViT","cindex",0.7284732515833445
"Spatial validation cohort","IDHmut-intact",82,"CR-ViT","cindex",0.7097803881511746
"Spatial validation cohort","IDHmut-intact",83,"CR-ViT","cindex",0.678298672306427
"Spatial validation cohort","IDHmut-intact",84,"CR-ViT","cindex",0.7409573316006064
"Spatial validation cohort","IDHmut-intact",85,"CR-ViT","cindex",0.6864202701287823
"Spatial validation cohort","IDHmut-intact",86,"CR-ViT","cindex",0.6935
"Spatial validation cohort","IDHmut-intact",87,"CR-ViT","cindex",0.708296943231441
"Spatial validation cohort","IDHmut-intact",88,"CR-ViT","cindex",0.7030269675288938
"Spatial validation cohort","IDHmut-intact",89,"CR-ViT","cindex",0.6644153651329675
"Spatial validation cohort","IDHmut-intact",90,"CR-ViT","cindex",0.6971100816236488
"Spatial validation cohort","IDHmut-intact",91,"CR-ViT","cindex",0.726209727578057
"Spatial validation cohort","IDHmut-intact",92,"CR-ViT","cindex",0.6563582384957942
"Spatial validation cohort","IDHmut-intact",93,"CR-ViT","cindex",0.7158457766882104
"Spatial validation cohort","IDHmut-intact",94,"CR-ViT","cindex",0.7334173444839043
"Spatial validation cohort","IDHmut-intact",95,"CR-ViT","cindex",0.7043580683156655
"Spatial validation cohort","IDHmut-intact",96,"CR-ViT","cindex",0.7377458174346933
"Spatial validation cohort","IDHmut-intact",97,"CR-ViT","cindex",0.7016202647193063
"Spatial validation cohort","IDHmut-intact",98,"CR-ViT","cindex",0.696852630382911
"Spatial validation cohort","IDHmut-intact",99,"CR-ViT","cindex",0.6785679158060391
"Spatial validation cohort","IDHmut-intact",100,"CR-ViT","cindex",0.6688756855575868
"Spatial validation cohort","IDHmut-intact",1,"3D-CNN","iauc",0.6203542967833051
"Spatial validation cohort","IDHmut-intact",2,"3D-CNN","iauc",0.6622503861891234
"Spatial validation cohort","IDHmut-intact",3,"3D-CNN","iauc",0.7114867190758875
"Spatial validation cohort","IDHmut-intact",4,"3D-CNN","iauc",0.6650505763568988
"Spatial validation cohort","IDHmut-intact",5,"3D-CNN","iauc",0.6554281880309145
"Spatial validation cohort","IDHmut-intact",6,"3D-CNN","iauc",0.5598415820147722
"Spatial validation cohort","IDHmut-intact",7,"3D-CNN","iauc",0.6092966400736161
"Spatial validation cohort","IDHmut-intact",8,"3D-CNN","iauc",0.6399881346577226
"Spatial validation cohort","IDHmut-intact",9,"3D-CNN","iauc",0.6296526518152504
"Spatial validation cohort","IDHmut-intact",10,"3D-CNN","iauc",0.6025154005289051
"Spatial validation cohort","IDHmut-intact",11,"3D-CNN","iauc",0.6573213441881955
"Spatial validation cohort","IDHmut-intact",12,"3D-CNN","iauc",0.6967261541812817
"Spatial validation cohort","IDHmut-intact",13,"3D-CNN","iauc",0.6529640991409501
"Spatial validation cohort","IDHmut-intact",14,"3D-CNN","iauc",0.728418053901176
"Spatial validation cohort","IDHmut-intact",15,"3D-CNN","iauc",0.6459521209305922
"Spatial validation cohort","IDHmut-intact",16,"3D-CNN","iauc",0.6089025267114431
"Spatial validation cohort","IDHmut-intact",17,"3D-CNN","iauc",0.6534624635050423
"Spatial validation cohort","IDHmut-intact",18,"3D-CNN","iauc",0.6629624728828847
"Spatial validation cohort","IDHmut-intact",19,"3D-CNN","iauc",0.6335151799396507
"Spatial validation cohort","IDHmut-intact",20,"3D-CNN","iauc",0.6235592699377207
"Spatial validation cohort","IDHmut-intact",21,"3D-CNN","iauc",0.6498384940850761
"Spatial validation cohort","IDHmut-intact",22,"3D-CNN","iauc",0.6573484880488186
"Spatial validation cohort","IDHmut-intact",23,"3D-CNN","iauc",0.6318906938419823
"Spatial validation cohort","IDHmut-intact",24,"3D-CNN","iauc",0.6534303737643424
"Spatial validation cohort","IDHmut-intact",25,"3D-CNN","iauc",0.7178470760025825
"Spatial validation cohort","IDHmut-intact",26,"3D-CNN","iauc",0.6668419486408291
"Spatial validation cohort","IDHmut-intact",27,"3D-CNN","iauc",0.6974493320420055
"Spatial validation cohort","IDHmut-intact",28,"3D-CNN","iauc",0.6892328736092966
"Spatial validation cohort","IDHmut-intact",29,"3D-CNN","iauc",0.6643469832135486
"Spatial validation cohort","IDHmut-intact",30,"3D-CNN","iauc",0.6758535512827941
"Spatial validation cohort","IDHmut-intact",31,"3D-CNN","iauc",0.6293092477436565
"Spatial validation cohort","IDHmut-intact",32,"3D-CNN","iauc",0.6397251439536864
"Spatial validation cohort","IDHmut-intact",33,"3D-CNN","iauc",0.6027228756559105
"Spatial validation cohort","IDHmut-intact",34,"3D-CNN","iauc",0.6527552435690084
"Spatial validation cohort","IDHmut-intact",35,"3D-CNN","iauc",0.5840795363873004
"Spatial validation cohort","IDHmut-intact",36,"3D-CNN","iauc",0.6588918000488753
"Spatial validation cohort","IDHmut-intact",37,"3D-CNN","iauc",0.6772831595203785
"Spatial validation cohort","IDHmut-intact",38,"3D-CNN","iauc",0.6570615633028499
"Spatial validation cohort","IDHmut-intact",39,"3D-CNN","iauc",0.7178134939627677
"Spatial validation cohort","IDHmut-intact",40,"3D-CNN","iauc",0.6458033751114481
"Spatial validation cohort","IDHmut-intact",41,"3D-CNN","iauc",0.6261946281659618
"Spatial validation cohort","IDHmut-intact",42,"3D-CNN","iauc",0.6304039572752382
"Spatial validation cohort","IDHmut-intact",43,"3D-CNN","iauc",0.5852342579133947
"Spatial validation cohort","IDHmut-intact",44,"3D-CNN","iauc",0.6119610467551433
"Spatial validation cohort","IDHmut-intact",45,"3D-CNN","iauc",0.6125563768739624
"Spatial validation cohort","IDHmut-intact",46,"3D-CNN","iauc",0.6026722666609027
"Spatial validation cohort","IDHmut-intact",47,"3D-CNN","iauc",0.652963584424901
"Spatial validation cohort","IDHmut-intact",48,"3D-CNN","iauc",0.6405540532403932
"Spatial validation cohort","IDHmut-intact",49,"3D-CNN","iauc",0.6748731789878833
"Spatial validation cohort","IDHmut-intact",50,"3D-CNN","iauc",0.6654514747600028
"Spatial validation cohort","IDHmut-intact",51,"3D-CNN","iauc",0.6992728643759439
"Spatial validation cohort","IDHmut-intact",52,"3D-CNN","iauc",0.6288920350033548
"Spatial validation cohort","IDHmut-intact",53,"3D-CNN","iauc",0.616585730130218
"Spatial validation cohort","IDHmut-intact",54,"3D-CNN","iauc",0.6714177889862558
"Spatial validation cohort","IDHmut-intact",55,"3D-CNN","iauc",0.5750354699551147
"Spatial validation cohort","IDHmut-intact",56,"3D-CNN","iauc",0.6335189535073708
"Spatial validation cohort","IDHmut-intact",57,"3D-CNN","iauc",0.5230355499684787
"Spatial validation cohort","IDHmut-intact",58,"3D-CNN","iauc",0.6388695199651571
"Spatial validation cohort","IDHmut-intact",59,"3D-CNN","iauc",0.6603612611644796
"Spatial validation cohort","IDHmut-intact",60,"3D-CNN","iauc",0.6765018888934214
"Spatial validation cohort","IDHmut-intact",61,"3D-CNN","iauc",0.6809524741551187
"Spatial validation cohort","IDHmut-intact",62,"3D-CNN","iauc",0.6116452796692092
"Spatial validation cohort","IDHmut-intact",63,"3D-CNN","iauc",0.692153487592563
"Spatial validation cohort","IDHmut-intact",64,"3D-CNN","iauc",0.6955927635850044
"Spatial validation cohort","IDHmut-intact",65,"3D-CNN","iauc",0.5047823648559552
"Spatial validation cohort","IDHmut-intact",66,"3D-CNN","iauc",0.6626368715284361
"Spatial validation cohort","IDHmut-intact",67,"3D-CNN","iauc",0.6171592770903843
"Spatial validation cohort","IDHmut-intact",68,"3D-CNN","iauc",0.6806445420716764
"Spatial validation cohort","IDHmut-intact",69,"3D-CNN","iauc",0.5966882676064347
"Spatial validation cohort","IDHmut-intact",70,"3D-CNN","iauc",0.6673968043712861
"Spatial validation cohort","IDHmut-intact",71,"3D-CNN","iauc",0.6100986734905227
"Spatial validation cohort","IDHmut-intact",72,"3D-CNN","iauc",0.6661709060620532
"Spatial validation cohort","IDHmut-intact",73,"3D-CNN","iauc",0.6336201395950652
"Spatial validation cohort","IDHmut-intact",74,"3D-CNN","iauc",0.6227876945702524
"Spatial validation cohort","IDHmut-intact",75,"3D-CNN","iauc",0.6425178999203052
"Spatial validation cohort","IDHmut-intact",76,"3D-CNN","iauc",0.6346786528855861
"Spatial validation cohort","IDHmut-intact",77,"3D-CNN","iauc",0.6430614010546691
"Spatial validation cohort","IDHmut-intact",78,"3D-CNN","iauc",0.5262989185595238
"Spatial validation cohort","IDHmut-intact",79,"3D-CNN","iauc",0.6718382215071657
"Spatial validation cohort","IDHmut-intact",80,"3D-CNN","iauc",0.6674672556248782
"Spatial validation cohort","IDHmut-intact",81,"3D-CNN","iauc",0.6707937298752285
"Spatial validation cohort","IDHmut-intact",82,"3D-CNN","iauc",0.7040886654653519
"Spatial validation cohort","IDHmut-intact",83,"3D-CNN","iauc",0.6313866163941515
"Spatial validation cohort","IDHmut-intact",84,"3D-CNN","iauc",0.6658321318481146
"Spatial validation cohort","IDHmut-intact",85,"3D-CNN","iauc",0.6394596501233207
"Spatial validation cohort","IDHmut-intact",86,"3D-CNN","iauc",0.6710249728154616
"Spatial validation cohort","IDHmut-intact",87,"3D-CNN","iauc",0.7114225677419793
"Spatial validation cohort","IDHmut-intact",88,"3D-CNN","iauc",0.6324625036353164
"Spatial validation cohort","IDHmut-intact",89,"3D-CNN","iauc",0.5871123712620471
"Spatial validation cohort","IDHmut-intact",90,"3D-CNN","iauc",0.616867423816439
"Spatial validation cohort","IDHmut-intact",91,"3D-CNN","iauc",0.6741385859307844
"Spatial validation cohort","IDHmut-intact",92,"3D-CNN","iauc",0.6177154693474645
"Spatial validation cohort","IDHmut-intact",93,"3D-CNN","iauc",0.5606942723951346
"Spatial validation cohort","IDHmut-intact",94,"3D-CNN","iauc",0.6696116072103963
"Spatial validation cohort","IDHmut-intact",95,"3D-CNN","iauc",0.5949728320510456
"Spatial validation cohort","IDHmut-intact",96,"3D-CNN","iauc",0.6591402689694904
"Spatial validation cohort","IDHmut-intact",97,"3D-CNN","iauc",0.6445242974575875
"Spatial validation cohort","IDHmut-intact",98,"3D-CNN","iauc",0.6169765742335234
"Spatial validation cohort","IDHmut-intact",99,"3D-CNN","iauc",0.6335309400597289
"Spatial validation cohort","IDHmut-intact",100,"3D-CNN","iauc",0.6449712955479122
"Spatial validation cohort","IDHmut-intact",1,"Clinicoradiologic","iauc",0.6997679582879907
"Spatial validation cohort","IDHmut-intact",2,"Clinicoradiologic","iauc",0.6483288582507123
"Spatial validation cohort","IDHmut-intact",3,"Clinicoradiologic","iauc",0.669083377924238
"Spatial validation cohort","IDHmut-intact",4,"Clinicoradiologic","iauc",0.711727298511754
"Spatial validation cohort","IDHmut-intact",5,"Clinicoradiologic","iauc",0.7234924911973855
"Spatial validation cohort","IDHmut-intact",6,"Clinicoradiologic","iauc",0.7230512988933007
"Spatial validation cohort","IDHmut-intact",7,"Clinicoradiologic","iauc",0.6509929002267356
"Spatial validation cohort","IDHmut-intact",8,"Clinicoradiologic","iauc",0.666616272807403
"Spatial validation cohort","IDHmut-intact",9,"Clinicoradiologic","iauc",0.635216360635596
"Spatial validation cohort","IDHmut-intact",10,"Clinicoradiologic","iauc",0.7051512335020264
"Spatial validation cohort","IDHmut-intact",11,"Clinicoradiologic","iauc",0.5981031265980936
"Spatial validation cohort","IDHmut-intact",12,"Clinicoradiologic","iauc",0.7134198863555025
"Spatial validation cohort","IDHmut-intact",13,"Clinicoradiologic","iauc",0.7503320455300877
"Spatial validation cohort","IDHmut-intact",14,"Clinicoradiologic","iauc",0.7865549435301472
"Spatial validation cohort","IDHmut-intact",15,"Clinicoradiologic","iauc",0.654286614263399
"Spatial validation cohort","IDHmut-intact",16,"Clinicoradiologic","iauc",0.6465981322263276
"Spatial validation cohort","IDHmut-intact",17,"Clinicoradiologic","iauc",0.702670203016808
"Spatial validation cohort","IDHmut-intact",18,"Clinicoradiologic","iauc",0.6414503929718974
"Spatial validation cohort","IDHmut-intact",19,"Clinicoradiologic","iauc",0.6716754595535084
"Spatial validation cohort","IDHmut-intact",20,"Clinicoradiologic","iauc",0.6705999230407351
"Spatial validation cohort","IDHmut-intact",21,"Clinicoradiologic","iauc",0.6654213908253271
"Spatial validation cohort","IDHmut-intact",22,"Clinicoradiologic","iauc",0.6103842906837682
"Spatial validation cohort","IDHmut-intact",23,"Clinicoradiologic","iauc",0.6854579004570309
"Spatial validation cohort","IDHmut-intact",24,"Clinicoradiologic","iauc",0.5615920253331692
"Spatial validation cohort","IDHmut-intact",25,"Clinicoradiologic","iauc",0.7475326475693715
"Spatial validation cohort","IDHmut-intact",26,"Clinicoradiologic","iauc",0.7064258306148502
"Spatial validation cohort","IDHmut-intact",27,"Clinicoradiologic","iauc",0.6868531109507178
"Spatial validation cohort","IDHmut-intact",28,"Clinicoradiologic","iauc",0.6644958968037364
"Spatial validation cohort","IDHmut-intact",29,"Clinicoradiologic","iauc",0.7094925265394665
"Spatial validation cohort","IDHmut-intact",30,"Clinicoradiologic","iauc",0.7079610573957964
"Spatial validation cohort","IDHmut-intact",31,"Clinicoradiologic","iauc",0.64378135784418
"Spatial validation cohort","IDHmut-intact",32,"Clinicoradiologic","iauc",0.6286034741840851
"Spatial validation cohort","IDHmut-intact",33,"Clinicoradiologic","iauc",0.6586682459596853
"Spatial validation cohort","IDHmut-intact",34,"Clinicoradiologic","iauc",0.7211950992720709
"Spatial validation cohort","IDHmut-intact",35,"Clinicoradiologic","iauc",0.6728234139462942
"Spatial validation cohort","IDHmut-intact",36,"Clinicoradiologic","iauc",0.6650256496562846
"Spatial validation cohort","IDHmut-intact",37,"Clinicoradiologic","iauc",0.6631103130692342
"Spatial validation cohort","IDHmut-intact",38,"Clinicoradiologic","iauc",0.6917542141397928
"Spatial validation cohort","IDHmut-intact",39,"Clinicoradiologic","iauc",0.6464496707701904
"Spatial validation cohort","IDHmut-intact",40,"Clinicoradiologic","iauc",0.6619633218240577
"Spatial validation cohort","IDHmut-intact",41,"Clinicoradiologic","iauc",0.6862396508583217
"Spatial validation cohort","IDHmut-intact",42,"Clinicoradiologic","iauc",0.6874214465553595
"Spatial validation cohort","IDHmut-intact",43,"Clinicoradiologic","iauc",0.5789798767621406
"Spatial validation cohort","IDHmut-intact",44,"Clinicoradiologic","iauc",0.6541673947976058
"Spatial validation cohort","IDHmut-intact",45,"Clinicoradiologic","iauc",0.6773383910806163
"Spatial validation cohort","IDHmut-intact",46,"Clinicoradiologic","iauc",0.7161016404453133
"Spatial validation cohort","IDHmut-intact",47,"Clinicoradiologic","iauc",0.6138326670979832
"Spatial validation cohort","IDHmut-intact",48,"Clinicoradiologic","iauc",0.6993436991629399
"Spatial validation cohort","IDHmut-intact",49,"Clinicoradiologic","iauc",0.625883057681112
"Spatial validation cohort","IDHmut-intact",50,"Clinicoradiologic","iauc",0.7297589516445867
"Spatial validation cohort","IDHmut-intact",51,"Clinicoradiologic","iauc",0.712471565641621
"Spatial validation cohort","IDHmut-intact",52,"Clinicoradiologic","iauc",0.6675923935022257
"Spatial validation cohort","IDHmut-intact",53,"Clinicoradiologic","iauc",0.6091407849944385
"Spatial validation cohort","IDHmut-intact",54,"Clinicoradiologic","iauc",0.7097496355048158
"Spatial validation cohort","IDHmut-intact",55,"Clinicoradiologic","iauc",0.6956439617191085
"Spatial validation cohort","IDHmut-intact",56,"Clinicoradiologic","iauc",0.5676416744488176
"Spatial validation cohort","IDHmut-intact",57,"Clinicoradiologic","iauc",0.6483060044366394
"Spatial validation cohort","IDHmut-intact",58,"Clinicoradiologic","iauc",0.6135743374835576
"Spatial validation cohort","IDHmut-intact",59,"Clinicoradiologic","iauc",0.7136964727261662
"Spatial validation cohort","IDHmut-intact",60,"Clinicoradiologic","iauc",0.6313320909023413
"Spatial validation cohort","IDHmut-intact",61,"Clinicoradiologic","iauc",0.7181657711811975
"Spatial validation cohort","IDHmut-intact",62,"Clinicoradiologic","iauc",0.5733742049859055
"Spatial validation cohort","IDHmut-intact",63,"Clinicoradiologic","iauc",0.6640313478385519
"Spatial validation cohort","IDHmut-intact",64,"Clinicoradiologic","iauc",0.6709945172837285
"Spatial validation cohort","IDHmut-intact",65,"Clinicoradiologic","iauc",0.6774295535977349
"Spatial validation cohort","IDHmut-intact",66,"Clinicoradiologic","iauc",0.7294524342829762
"Spatial validation cohort","IDHmut-intact",67,"Clinicoradiologic","iauc",0.6242399715280302
"Spatial validation cohort","IDHmut-intact",68,"Clinicoradiologic","iauc",0.7244124291205586
"Spatial validation cohort","IDHmut-intact",69,"Clinicoradiologic","iauc",0.6599531865536492
"Spatial validation cohort","IDHmut-intact",70,"Clinicoradiologic","iauc",0.7568988157597836
"Spatial validation cohort","IDHmut-intact",71,"Clinicoradiologic","iauc",0.6670036419025429
"Spatial validation cohort","IDHmut-intact",72,"Clinicoradiologic","iauc",0.6752675463101033
"Spatial validation cohort","IDHmut-intact",73,"Clinicoradiologic","iauc",0.7003585615760025
"Spatial validation cohort","IDHmut-intact",74,"Clinicoradiologic","iauc",0.6967867927653782
"Spatial validation cohort","IDHmut-intact",75,"Clinicoradiologic","iauc",0.7362011765606556
"Spatial validation cohort","IDHmut-intact",76,"Clinicoradiologic","iauc",0.6928823807548199
"Spatial validation cohort","IDHmut-intact",77,"Clinicoradiologic","iauc",0.7187289669536845
"Spatial validation cohort","IDHmut-intact",78,"Clinicoradiologic","iauc",0.6576350388449025
"Spatial validation cohort","IDHmut-intact",79,"Clinicoradiologic","iauc",0.5867596075348123
"Spatial validation cohort","IDHmut-intact",80,"Clinicoradiologic","iauc",0.7559176792342882
"Spatial validation cohort","IDHmut-intact",81,"Clinicoradiologic","iauc",0.6506424889678224
"Spatial validation cohort","IDHmut-intact",82,"Clinicoradiologic","iauc",0.5818748293756328
"Spatial validation cohort","IDHmut-intact",83,"Clinicoradiologic","iauc",0.6446468395124741
"Spatial validation cohort","IDHmut-intact",84,"Clinicoradiologic","iauc",0.7111151298449897
"Spatial validation cohort","IDHmut-intact",85,"Clinicoradiologic","iauc",0.6846437010298939
"Spatial validation cohort","IDHmut-intact",86,"Clinicoradiologic","iauc",0.686638028785057
"Spatial validation cohort","IDHmut-intact",87,"Clinicoradiologic","iauc",0.6585666925580393
"Spatial validation cohort","IDHmut-intact",88,"Clinicoradiologic","iauc",0.6710190558155621
"Spatial validation cohort","IDHmut-intact",89,"Clinicoradiologic","iauc",0.6657955639374279
"Spatial validation cohort","IDHmut-intact",90,"Clinicoradiologic","iauc",0.668528767944793
"Spatial validation cohort","IDHmut-intact",91,"Clinicoradiologic","iauc",0.6859521564241631
"Spatial validation cohort","IDHmut-intact",92,"Clinicoradiologic","iauc",0.6387928323766924
"Spatial validation cohort","IDHmut-intact",93,"Clinicoradiologic","iauc",0.766515641564102
"Spatial validation cohort","IDHmut-intact",94,"Clinicoradiologic","iauc",0.7042805137046335
"Spatial validation cohort","IDHmut-intact",95,"Clinicoradiologic","iauc",0.6481949686692711
"Spatial validation cohort","IDHmut-intact",96,"Clinicoradiologic","iauc",0.7148772839211188
"Spatial validation cohort","IDHmut-intact",97,"Clinicoradiologic","iauc",0.6750446560060309
"Spatial validation cohort","IDHmut-intact",98,"Clinicoradiologic","iauc",0.7437368346765184
"Spatial validation cohort","IDHmut-intact",99,"Clinicoradiologic","iauc",0.6555148562180443
"Spatial validation cohort","IDHmut-intact",100,"Clinicoradiologic","iauc",0.6222903536624901
"Spatial validation cohort","IDHmut-intact",1,"3D-ViT","iauc",0.6920878598684974
"Spatial validation cohort","IDHmut-intact",2,"3D-ViT","iauc",0.7305879635990249
"Spatial validation cohort","IDHmut-intact",3,"3D-ViT","iauc",0.7212554710495308
"Spatial validation cohort","IDHmut-intact",4,"3D-ViT","iauc",0.7143889205311069
"Spatial validation cohort","IDHmut-intact",5,"3D-ViT","iauc",0.7418617518005741
"Spatial validation cohort","IDHmut-intact",6,"3D-ViT","iauc",0.6420039229897865
"Spatial validation cohort","IDHmut-intact",7,"3D-ViT","iauc",0.6729050451535277
"Spatial validation cohort","IDHmut-intact",8,"3D-ViT","iauc",0.6923479214937821
"Spatial validation cohort","IDHmut-intact",9,"3D-ViT","iauc",0.6897985904522952
"Spatial validation cohort","IDHmut-intact",10,"3D-ViT","iauc",0.6500737786494624
"Spatial validation cohort","IDHmut-intact",11,"3D-ViT","iauc",0.6855604440481481
"Spatial validation cohort","IDHmut-intact",12,"3D-ViT","iauc",0.7661580436440408
"Spatial validation cohort","IDHmut-intact",13,"3D-ViT","iauc",0.6575202927312687
"Spatial validation cohort","IDHmut-intact",14,"3D-ViT","iauc",0.7509739662342033
"Spatial validation cohort","IDHmut-intact",15,"3D-ViT","iauc",0.7045818592524196
"Spatial validation cohort","IDHmut-intact",16,"3D-ViT","iauc",0.6359979694889607
"Spatial validation cohort","IDHmut-intact",17,"3D-ViT","iauc",0.6679863016311958
"Spatial validation cohort","IDHmut-intact",18,"3D-ViT","iauc",0.6795375314554694
"Spatial validation cohort","IDHmut-intact",19,"3D-ViT","iauc",0.7176074686487298
"Spatial validation cohort","IDHmut-intact",20,"3D-ViT","iauc",0.6995178930201202
"Spatial validation cohort","IDHmut-intact",21,"3D-ViT","iauc",0.6606407874077866
"Spatial validation cohort","IDHmut-intact",22,"3D-ViT","iauc",0.702537942274303
"Spatial validation cohort","IDHmut-intact",23,"3D-ViT","iauc",0.6966010151214238
"Spatial validation cohort","IDHmut-intact",24,"3D-ViT","iauc",0.7106578892844984
"Spatial validation cohort","IDHmut-intact",25,"3D-ViT","iauc",0.7691064447419629
"Spatial validation cohort","IDHmut-intact",26,"3D-ViT","iauc",0.7126324774747138
"Spatial validation cohort","IDHmut-intact",27,"3D-ViT","iauc",0.7260430555561824
"Spatial validation cohort","IDHmut-intact",28,"3D-ViT","iauc",0.7522591616928532
"Spatial validation cohort","IDHmut-intact",29,"3D-ViT","iauc",0.7388312674365849
"Spatial validation cohort","IDHmut-intact",30,"3D-ViT","iauc",0.6964301388303208
"Spatial validation cohort","IDHmut-intact",31,"3D-ViT","iauc",0.6836139073142083
"Spatial validation cohort","IDHmut-intact",32,"3D-ViT","iauc",0.7248844725274087
"Spatial validation cohort","IDHmut-intact",33,"3D-ViT","iauc",0.6961219806869839
"Spatial validation cohort","IDHmut-intact",34,"3D-ViT","iauc",0.7066755874914041
"Spatial validation cohort","IDHmut-intact",35,"3D-ViT","iauc",0.643772015136509
"Spatial validation cohort","IDHmut-intact",36,"3D-ViT","iauc",0.7068174462840506
"Spatial validation cohort","IDHmut-intact",37,"3D-ViT","iauc",0.7417225821871084
"Spatial validation cohort","IDHmut-intact",38,"3D-ViT","iauc",0.694773924312854
"Spatial validation cohort","IDHmut-intact",39,"3D-ViT","iauc",0.7820187118616315
"Spatial validation cohort","IDHmut-intact",40,"3D-ViT","iauc",0.6988833792439393
"Spatial validation cohort","IDHmut-intact",41,"3D-ViT","iauc",0.6965320133016584
"Spatial validation cohort","IDHmut-intact",42,"3D-ViT","iauc",0.6712557000572988
"Spatial validation cohort","IDHmut-intact",43,"3D-ViT","iauc",0.6173366522995608
"Spatial validation cohort","IDHmut-intact",44,"3D-ViT","iauc",0.6269571877824267
"Spatial validation cohort","IDHmut-intact",45,"3D-ViT","iauc",0.7025978764395631
"Spatial validation cohort","IDHmut-intact",46,"3D-ViT","iauc",0.6835023911389638
"Spatial validation cohort","IDHmut-intact",47,"3D-ViT","iauc",0.6814149623254552
"Spatial validation cohort","IDHmut-intact",48,"3D-ViT","iauc",0.7198460870853585
"Spatial validation cohort","IDHmut-intact",49,"3D-ViT","iauc",0.7353499111744924
"Spatial validation cohort","IDHmut-intact",50,"3D-ViT","iauc",0.724074849193654
"Spatial validation cohort","IDHmut-intact",51,"3D-ViT","iauc",0.7276306056919947
"Spatial validation cohort","IDHmut-intact",52,"3D-ViT","iauc",0.7117644546734205
"Spatial validation cohort","IDHmut-intact",53,"3D-ViT","iauc",0.6651878961934571
"Spatial validation cohort","IDHmut-intact",54,"3D-ViT","iauc",0.6914707244191637
"Spatial validation cohort","IDHmut-intact",55,"3D-ViT","iauc",0.6329396102498969
"Spatial validation cohort","IDHmut-intact",56,"3D-ViT","iauc",0.6807800536990669
"Spatial validation cohort","IDHmut-intact",57,"3D-ViT","iauc",0.5710436025244252
"Spatial validation cohort","IDHmut-intact",58,"3D-ViT","iauc",0.6777070107720083
"Spatial validation cohort","IDHmut-intact",59,"3D-ViT","iauc",0.6959160618915777
"Spatial validation cohort","IDHmut-intact",60,"3D-ViT","iauc",0.7311619174284091
"Spatial validation cohort","IDHmut-intact",61,"3D-ViT","iauc",0.7039218203155312
"Spatial validation cohort","IDHmut-intact",62,"3D-ViT","iauc",0.6365970395740289
"Spatial validation cohort","IDHmut-intact",63,"3D-ViT","iauc",0.7186394452353352
"Spatial validation cohort","IDHmut-intact",64,"3D-ViT","iauc",0.7741935631756873
"Spatial validation cohort","IDHmut-intact",65,"3D-ViT","iauc",0.5692923850547842
