"cohort","subtype","time_months","threshold","strategy","net_benefit","n"
"Training cohort","GBM",12,0.275,"3D-CNN",0.4798409903767633,417
"Training cohort","GBM",12,0.275,"3D-ViT",0.48757949839900805,417
"Training cohort","GBM",12,0.275,"CR-ViT",0.49896188452779433,417
"Training cohort","GBM",12,0.30000000000000004,"Treat all",0.4610327952955513,417
"Training cohort","GBM",12,0.30000000000000004,"Treat none",0,417
"Training cohort","GBM",12,0.30000000000000004,"Clinicoradiologic",0.4655696190272949,417
"Training cohort","GBM",12,0.30000000000000004,"3D-CNN",0.46174214731163626,417
"Training cohort","GBM",12,0.30000000000000004,"3D-ViT",0.4848687120547708,417
"Training cohort","GBM",12,0.30000000000000004,"CR-ViT",0.48511955293018494,417
"Training cohort","GBM",12,0.325,"Treat all",0.44107104697316435,417
"Training cohort","GBM",12,0.325,"Treat none",0,417
"Training cohort","GBM",12,0.325,"Clinicoradiologic",0.44866775418120014,417
"Training cohort","GBM",12,0.325,"3D-CNN",0.4477863796381261,417
"Training cohort","GBM",12,0.325,"3D-ViT",0.47134103477572814,417
"Training cohort","GBM",12,0.325,"CR-ViT",0.4578936523779108,417
"Training cohort","GBM",12,0.35,"Treat all",0.4195737795490553,417
"Training cohort","GBM",12,0.35,"Treat none",0,417
"Training cohort","GBM",12,0.35,"Clinicoradiologic",0.42576357495509104,417
"Training cohort","GBM",12,0.35,"3D-CNN",0.42604386451684806,417
"Training cohort","GBM",12,0.35,"3D-ViT",0.44949505032822323,417
"Training cohort","GBM",12,0.35,"CR-ViT",0.4474582224109929,417
"Training cohort","GBM",12,0.375,"Treat all",0.3963567307310175,417
"Training cohort","GBM",12,0.375,"Treat none",0,417
"Training cohort","GBM",12,0.375,"Clinicoradiologic",0.3983686465714643,417
"Training cohort","GBM",12,0.375,"3D-CNN",0.4007138635653102,417
"Training cohort","GBM",12,0.375,"3D-ViT",0.4373898367373131,417
"Training cohort","GBM",12,0.375,"CR-ViT",0.43929727438601407,417
"Training cohort","GBM",12,0.4,"Treat all",0.37120492784480985,417
"Training cohort","GBM",12,0.4,"Treat none",0,417
"Training cohort","GBM",12,0.4,"Clinicoradiologic",0.35894362023035015,417
"Training cohort","GBM",12,0.4,"3D-CNN",0.3765269745415015,417
"Training cohort","GBM",12,0.4,"3D-ViT",0.4263341038859081,417
"Training cohort","GBM",12,0.4,"CR-ViT",0.41630188250699623,417
"Training cohort","GBM",12,0.42500000000000004,"Treat all",0.3438660116641494,417
"Training cohort","GBM",12,0.42500000000000004,"Treat none",0,417
"Training cohort","GBM",12,0.42500000000000004,"Clinicoradiologic",0.3468232238343898,417
"Training cohort","GBM",12,0.42500000000000004,"3D-CNN",0.35600204934207613,417
"Training cohort","GBM",12,0.42500000000000004,"3D-ViT",0.4040685109949227,417
"Training cohort","GBM",12,0.42500000000000004,"CR-ViT",0.3944614322138043,417
"Training cohort","GBM",12,0.45000000000000007,"Treat all",0.3140417394670652,417
"Training cohort","GBM",12,0.45000000000000007,"Treat none",0,417
"Training cohort","GBM",12,0.45000000000000007,"Clinicoradiologic",0.33515997288185806,417
"Training cohort","GBM",12,0.45000000000000007,"3D-CNN",0.34209446017070416,417
"Training cohort","GBM",12,0.45000000000000007,"3D-ViT",0.3649941329860793,417
"Training cohort","GBM",12,0.45000000000000007,"CR-ViT",0.38054495446363523,417
"Training cohort","GBM",12,0.475,"Treat all",0.28137706039406846,417
"Training cohort","GBM",12,0.475,"Treat none",0,417
"Training cohort","GBM",12,0.475,"Clinicoradiologic",0.3133043838313104,417
"Training cohort","GBM",12,0.475,"3D-CNN",0.32852596195722994,417
"Training cohort","GBM",12,0.475,"3D-ViT",0.3473147415822703,417
"Training cohort","GBM",12,0.475,"CR-ViT",0.3499407123828824,417
"Training cohort","GBM",12,0.5,"Treat all",0.24544591341377187,417
"Training cohort","GBM",12,0.5,"Treat none",0,417
"Training cohort","GBM",12,0.5,"Clinicoradiologic",0.2930151147175169,417
"Training cohort","GBM",12,0.5,"3D-CNN",0.297375915705857,417
"Training cohort","GBM",12,0.5,"3D-ViT",0.3181808065738382,417
"Training cohort","GBM",12,0.5,"CR-ViT",0.3362201110470133,417
"Training cohort","GBM",12,0.525,"Treat all",0.20573254043554928,417
"Training cohort","GBM",12,0.525,"Treat none",0,417
"Training cohort","GBM",12,0.525,"Clinicoradiologic",0.24638759670199986,417
"Training cohort","GBM",12,0.525,"3D-CNN",0.2726507453005545,417
"Training cohort","GBM",12,0.525,"3D-ViT",0.29599809214987044,417
"Training cohort","GBM",12,0.525,"CR-ViT",0.3360668463183889,417
"Training cohort","GBM",12,0.55,"Treat all",0.1616065704597464,417
"Training cohort","GBM",12,0.55,"Treat none",0,417
"Training cohort","GBM",12,0.55,"Clinicoradiologic",0.23640172417880428,417
"Training cohort","GBM",12,0.55,"3D-CNN",0.24835898843919074,417
"Training cohort","GBM",12,0.55,"3D-ViT",0.2794431563617127,417
"Training cohort","GBM",12,0.55,"CR-ViT",0.3268520316264278,417
"Training cohort","GBM",12,0.5750000000000001,"Treat all",0.11228930989855501,417
"Training cohort","GBM",12,0.5750000000000001,"Treat none",0,417
"Training cohort","GBM",12,0.5750000000000001,"Clinicoradiologic",0.2114577961952378,417
"Training cohort","GBM",12,0.5750000000000001,"3D-CNN",0.22988365201938354,417
"Training cohort","GBM",12,0.5750000000000001,"3D-ViT",0.26187768812644047,417
"Training cohort","GBM",12,0.5750000000000001,"CR-ViT",0.3254055181283588,417
"Training cohort","GBM",12,0.6,"Treat all",0.05680739176721494,417
"Training cohort","GBM",12,0.6,"Treat none",0,417
"Training cohort","GBM",12,0.6,"Clinicoradiologic",0.18699292133475,417
"Training cohort","GBM",12,0.6,"3D-CNN",0.20508205272516988,417
"Training cohort","GBM",12,0.6,"3D-ViT",0.24826519229292315,417
"Training cohort","GBM",12,0.6,"CR-ViT",0.3016026621157082,417
"Training cohort","GBM",12,0.625,"Treat all",-0.006072115448304216,417
"Training cohort","GBM",12,0.625,"Treat none",0,417
"Training cohort","GBM",12,0.625,"Clinicoradiologic",0.16568531610787615,417
"Training cohort","GBM",12,0.625,"3D-CNN",0.18687863984115752,417
"Training cohort","GBM",12,0.625,"3D-ViT",0.2537962098054468,417
"Training cohort","GBM",12,0.625,"CR-ViT",0.27658975733304725,417
"Training cohort","GBM",12,0.65,"Treat all",-0.0779344094088974,417
"Training cohort","GBM",12,0.65,"Treat none",0,417
"Training cohort","GBM",12,0.65,"Clinicoradiologic",0.14550140636702208,417
"Training cohort","GBM",12,0.65,"3D-CNN",0.14467585776843866,417
"Training cohort","GBM",12,0.65,"3D-ViT",0.2382135853685999,417
"Training cohort","GBM",12,0.65,"CR-ViT",0.2663657636839092,417
"Training cohort","GBM",12,0.675,"Treat all",-0.16085244090188966,417
"Training cohort","GBM",12,0.675,"Treat none",0,417
"Training cohort","GBM",12,0.675,"Clinicoradiologic",0.11126203789753432,417
"Training cohort","GBM",12,0.675,"3D-CNN",0.13120642052138104,417
"Training cohort","GBM",12,0.675,"3D-ViT",0.22581768157429918,417
"Training cohort","GBM",12,0.675,"CR-ViT",0.2534201905520224,417
"Training cohort","GBM",12,0.7,"Treat all",-0.2575901443103801,417
"Training cohort","GBM",12,0.7,"Treat none",0,417
"Training cohort","GBM",12,0.7,"Clinicoradiologic",0.08913898293130239,417
"Training cohort","GBM",12,0.7,"3D-CNN",0.10763999019796243,417
"Training cohort","GBM",12,0.7,"3D-ViT",0.17761929406420554,417
"Training cohort","GBM",12,0.7,"CR-ViT",0.24991594228163022,417
"Temporal validation cohort","IDHmut-intact",24,0.1,"Treat all",0.3327943071664992,103
"Temporal validation cohort","IDHmut-intact",24,0.1,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.1,"Clinicoradiologic",0.3327943071664992,103
"Temporal validation cohort","IDHmut-intact",24,0.1,"3D-CNN",0.3327943071664992,103
"Temporal validation cohort","IDHmut-intact",24,0.1,"3D-ViT",0.33855771468086526,103
"Temporal validation cohort","IDHmut-intact",24,0.1,"CR-ViT",0.327016025047113,103
"Temporal validation cohort","IDHmut-intact",24,0.125,"Treat all",0.31373128737125633,103
"Temporal validation cohort","IDHmut-intact",24,0.125,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.125,"Clinicoradiologic",0.31373128737125633,103
"Temporal validation cohort","IDHmut-intact",24,0.125,"3D-CNN",0.29839317954096267,103
"Temporal validation cohort","IDHmut-intact",24,0.125,"3D-ViT",0.3107828033388764,103
"Temporal validation cohort","IDHmut-intact",24,0.125,"CR-ViT",0.2997829052969727,103
"Temporal validation cohort","IDHmut-intact",24,0.15000000000000002,"Treat all",0.2935469134704109,103
"Temporal validation cohort","IDHmut-intact",24,0.15000000000000002,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.15000000000000002,"Clinicoradiologic",0.2871686692236024,103
"Temporal validation cohort","IDHmut-intact",24,0.15000000000000002,"3D-CNN",0.2868856182124927,103
"Temporal validation cohort","IDHmut-intact",24,0.15000000000000002,"3D-ViT",0.30813697895806896,103
"Temporal validation cohort","IDHmut-intact",24,0.15000000000000002,"CR-ViT",0.28904487954133434,103
"Temporal validation cohort","IDHmut-intact",24,0.17500000000000002,"Treat all",0.2721392441816355,103
"Temporal validation cohort","IDHmut-intact",24,0.17500000000000002,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.17500000000000002,"Clinicoradiologic",0.2720821143929507,103
"Temporal validation cohort","IDHmut-intact",24,0.17500000000000002,"3D-CNN",0.2511677166806751,103
"Temporal validation cohort","IDHmut-intact",24,0.17500000000000002,"3D-ViT",0.2586513006297521,103
"Temporal validation cohort","IDHmut-intact",24,0.17500000000000002,"CR-ViT",0.293266508354153,103
"Temporal validation cohort","IDHmut-intact",24,0.2,"Treat all",0.2493935955623116,103
"Temporal validation cohort","IDHmut-intact",24,0.2,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.2,"Clinicoradiologic",0.25499860054389667,103
"Temporal validation cohort","IDHmut-intact",24,0.2,"3D-CNN",0.23017854572581237,103
"Temporal validation cohort","IDHmut-intact",24,0.2,"3D-ViT",0.25291968852525964,103
"Temporal validation cohort","IDHmut-intact",24,0.2,"CR-ViT",0.2740739774997736,103
"Temporal validation cohort","IDHmut-intact",24,0.225,"Treat all",0.22518048574174102,103
"Temporal validation cohort","IDHmut-intact",24,0.225,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.225,"Clinicoradiologic",0.2082835757908738,103
"Temporal validation cohort","IDHmut-intact",24,0.225,"3D-CNN",0.21180598323947475,103
"Temporal validation cohort","IDHmut-intact",24,0.225,"3D-ViT",0.23962461428141146,103
"Temporal validation cohort","IDHmut-intact",24,0.225,"CR-ViT",0.255851033919115,103
"Temporal validation cohort","IDHmut-intact",24,0.25,"Treat all",0.19935316859979907,103
"Temporal validation cohort","IDHmut-intact",24,0.25,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.25,"Clinicoradiologic",0.19243861031061343,103
"Temporal validation cohort","IDHmut-intact",24,0.25,"3D-CNN",0.1794537190995794,103
"Temporal validation cohort","IDHmut-intact",24,0.25,"3D-ViT",0.23924264154487582,103
"Temporal validation cohort","IDHmut-intact",24,0.25,"CR-ViT",0.23350687115988936,103
"Temporal validation cohort","IDHmut-intact",24,0.275,"Treat all",0.17174465717220588,103
"Temporal validation cohort","IDHmut-intact",24,0.275,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.275,"Clinicoradiologic",0.16062867536306719,103
"Temporal validation cohort","IDHmut-intact",24,0.275,"3D-CNN",0.16509299311668116,103
"Temporal validation cohort","IDHmut-intact",24,0.275,"3D-ViT",0.21456065112230724,103
"Temporal validation cohort","IDHmut-intact",24,0.275,"CR-ViT",0.2103170550968151,103
"Temporal validation cohort","IDHmut-intact",24,0.30000000000000004,"Treat all",0.14216410921407036,103
"Temporal validation cohort","IDHmut-intact",24,0.30000000000000004,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.30000000000000004,"Clinicoradiologic",0.11426939539216392,103
"Temporal validation cohort","IDHmut-intact",24,0.30000000000000004,"3D-CNN",0.15986565873193065,103
"Temporal validation cohort","IDHmut-intact",24,0.30000000000000004,"3D-ViT",0.20354666159213144,103
"Temporal validation cohort","IDHmut-intact",24,0.30000000000000004,"CR-ViT",0.20430561418319956,103
"Temporal validation cohort","IDHmut-intact",24,0.325,"Treat all",0.1103924095553323,103
"Temporal validation cohort","IDHmut-intact",24,0.325,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.325,"Clinicoradiologic",0.07311758360302051,103
"Temporal validation cohort","IDHmut-intact",24,0.325,"3D-CNN",0.1359168783314669,103
"Temporal validation cohort","IDHmut-intact",24,0.325,"3D-ViT",0.20295668095420388,103
"Temporal validation cohort","IDHmut-intact",24,0.325,"CR-ViT",0.20210664911125736,103
"Temporal validation cohort","IDHmut-intact",24,0.35,"Treat all",0.07617673299976813,103
"Temporal validation cohort","IDHmut-intact",24,0.35,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.35,"Clinicoradiologic",0.04765856222166906,103
"Temporal validation cohort","IDHmut-intact",24,0.35,"3D-CNN",0.12579341254044676,103
"Temporal validation cohort","IDHmut-intact",24,0.35,"3D-ViT",0.18653659544061732,103
"Temporal validation cohort","IDHmut-intact",24,0.35,"CR-ViT",0.17693941374159824,103
"Temporal validation cohort","IDHmut-intact",24,0.375,"Treat all",0.03922380231975886,103
"Temporal validation cohort","IDHmut-intact",24,0.375,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.375,"Clinicoradiologic",0.033556788411157334,103
"Temporal validation cohort","IDHmut-intact",24,0.375,"3D-CNN",0.11254081265731751,103
"Temporal validation cohort","IDHmut-intact",24,0.375,"3D-ViT",0.20535468243920557,103
"Temporal validation cohort","IDHmut-intact",24,0.375,"CR-ViT",0.19548337746396,103
"Temporal validation cohort","IDHmut-intact",24,0.4,"Treat all",-8.085392502512057e-4,103
"Temporal validation cohort","IDHmut-intact",24,0.4,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.4,"Clinicoradiologic",0.021430935569285093,103
"Temporal validation cohort","IDHmut-intact",24,0.4,"3D-CNN",0.11377427184466016,103
"Temporal validation cohort","IDHmut-intact",24,0.4,"3D-ViT",0.17093591341137554,103
"Temporal validation cohort","IDHmut-intact",24,0.4,"CR-ViT",0.18567961165048535,103
"Temporal validation cohort","IDHmut-intact",24,0.42500000000000004,"Treat all",-0.04432195400026223,103
"Temporal validation cohort","IDHmut-intact",24,0.42500000000000004,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.42500000000000004,"Clinicoradiologic",0.04101589981708175,103
"Temporal validation cohort","IDHmut-intact",24,0.42500000000000004,"3D-CNN",0.08569016462642466,103
"Temporal validation cohort","IDHmut-intact",24,0.42500000000000004,"3D-ViT",0.15150321279489706,103
"Temporal validation cohort","IDHmut-intact",24,0.42500000000000004,"CR-ViT",0.185912441294459,103
"Temporal validation cohort","IDHmut-intact",24,0.45000000000000007,"Treat all",-0.09179113372754694,103
"Temporal validation cohort","IDHmut-intact",24,0.45000000000000007,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.45000000000000007,"Clinicoradiologic",0.027140335392762567,103
"Temporal validation cohort","IDHmut-intact",24,0.45000000000000007,"3D-CNN",0.0896623235546448,103
"Temporal validation cohort","IDHmut-intact",24,0.45000000000000007,"3D-ViT",0.1679213609539138,103
"Temporal validation cohort","IDHmut-intact",24,0.45000000000000007,"CR-ViT",0.16895725633589712,103
"Temporal validation cohort","IDHmut-intact",24,0.475,"Treat all",-0.1437811877145727,103
"Temporal validation cohort","IDHmut-intact",24,0.475,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.475,"Clinicoradiologic",0.0089382031129604,103
"Temporal validation cohort","IDHmut-intact",24,0.475,"3D-CNN",0.06307177180963588,103
"Temporal validation cohort","IDHmut-intact",24,0.475,"3D-ViT",0.15557549880793742,103
"Temporal validation cohort","IDHmut-intact",24,0.475,"CR-ViT",0.14731002262938903,103
"Temporal validation cohort","IDHmut-intact",24,0.5,"Treat all",-0.20097024710030142,103
"Temporal validation cohort","IDHmut-intact",24,0.5,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.5,"Clinicoradiologic",-0.009708737864077678,103
"Temporal validation cohort","IDHmut-intact",24,0.5,"3D-CNN",0.05942924389526331,103
"Temporal validation cohort","IDHmut-intact",24,0.5,"3D-ViT",0.140403286034354,103
"Temporal validation cohort","IDHmut-intact",24,0.5,"CR-ViT",0.12854368932038832,103
"Temporal validation cohort","IDHmut-intact",24,0.525,"Treat all",-0.2641792074740016,103
"Temporal validation cohort","IDHmut-intact",24,0.525,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.525,"Clinicoradiologic",-0.021461420541645376,103
"Temporal validation cohort","IDHmut-intact",24,0.525,"3D-CNN",0.059404173865083426,103
"Temporal validation cohort","IDHmut-intact",24,0.525,"3D-ViT",0.1326113480650308,103
"Temporal validation cohort","IDHmut-intact",24,0.525,"CR-ViT",0.13228155339805828,103
"Temporal validation cohort","IDHmut-intact",24,0.55,"Treat all",-0.3344113856670018,103
"Temporal validation cohort","IDHmut-intact",24,0.55,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.55,"Clinicoradiologic",-0.011866235167206043,103
"Temporal validation cohort","IDHmut-intact",24,0.55,"3D-CNN",0.05200253420318143,103
"Temporal validation cohort","IDHmut-intact",24,0.55,"3D-ViT",0.10042169265470237,103
"Temporal validation cohort","IDHmut-intact",24,0.55,"CR-ViT",0.11949215832710978,103
"Temporal validation cohort","IDHmut-intact",24,0.5750000000000001,"Treat all",-0.4129061730591783,103
"Temporal validation cohort","IDHmut-intact",24,0.5750000000000001,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.5750000000000001,"Clinicoradiologic",0,103
"Temporal validation cohort","IDHmut-intact",24,0.5750000000000001,"3D-CNN",0.024720567838785984,103
"Temporal validation cohort","IDHmut-intact",24,0.5750000000000001,"3D-ViT",0.1262135922330097,103
"Temporal validation cohort","IDHmut-intact",24,0.5750000000000001,"CR-ViT",0.09744091811481873,103
"Temporal validation cohort","IDHmut-intact",24,0.6,"Treat all",-0.5012128088753767,103
"Temporal validation cohort","IDHmut-intact",24,0.6,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.6,"Clinicoradiologic",0,103
"Temporal validation cohort","IDHmut-intact",24,0.6,"3D-CNN",0.020804438280166437,103
"Temporal validation cohort","IDHmut-intact",24,0.6,"3D-ViT",0.11650485436893204,103
"Temporal validation cohort","IDHmut-intact",24,0.6,"CR-ViT",0.08171521035598706,103
"Temporal validation cohort","IDHmut-intact",24,0.625,"Treat all",-0.601293662800402,103
"Temporal validation cohort","IDHmut-intact",24,0.625,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.625,"Clinicoradiologic",0,103
"Temporal validation cohort","IDHmut-intact",24,0.625,"3D-CNN",0.02653721682847897,103
"Temporal validation cohort","IDHmut-intact",24,0.625,"3D-ViT",0.10679611650485436,103
"Temporal validation cohort","IDHmut-intact",24,0.625,"CR-ViT",0.08349514563106795,103
"Temporal validation cohort","IDHmut-intact",24,0.65,"Treat all",-0.7156717815718594,103
"Temporal validation cohort","IDHmut-intact",24,0.65,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.65,"Clinicoradiologic",0,103
"Temporal validation cohort","IDHmut-intact",24,0.65,"3D-CNN",-0.035136384650947754,103
"Temporal validation cohort","IDHmut-intact",24,0.65,"3D-ViT",0.0970873786407767,103
"Temporal validation cohort","IDHmut-intact",24,0.65,"CR-ViT",0.0689518525856945,103
"Temporal validation cohort","IDHmut-intact",24,0.675,"Treat all",-0.8476465340004642,103
"Temporal validation cohort","IDHmut-intact",24,0.675,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.675,"Clinicoradiologic",0,103
"Temporal validation cohort","IDHmut-intact",24,0.675,"3D-CNN",-0.060492905153099345,103
"Temporal validation cohort","IDHmut-intact",24,0.675,"3D-ViT",0.07766990291262135,103
"Temporal validation cohort","IDHmut-intact",24,0.675,"CR-ViT",0.03286034353995518,103
"Temporal validation cohort","IDHmut-intact",24,0.7,"Treat all",-1.0016170785005023,103
"Temporal validation cohort","IDHmut-intact",24,0.7,"Treat none",0,103
"Temporal validation cohort","IDHmut-intact",24,0.7,"Clinicoradiologic",0,103
"Temporal validation cohort","IDHmut-intact",24,0.7,"3D-CNN",-0.02265372168284789,103
"Temporal validation cohort","IDHmut-intact",24,0.7,"3D-ViT",0.05825242718446602,103
"Temporal validation cohort","IDHmut-intact",24,0.7,"CR-ViT",0.014023732470334407,103
"Temporal validation cohort","IDHmut-codel",24,0.1,"Treat all",0.13529977368252624,84
"Temporal validation cohort","IDHmut-codel",24,0.1,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.1,"Clinicoradiologic",0.12461227193027072,84
"Temporal validation cohort","IDHmut-codel",24,0.1,"3D-CNN",0.13123560292905717,84
"Temporal validation cohort","IDHmut-codel",24,0.1,"3D-ViT",0.15463855720301528,84
"Temporal validation cohort","IDHmut-codel",24,0.1,"CR-ViT",0.12613092934157544,84
"Temporal validation cohort","IDHmut-codel",24,0.125,"Treat all",0.11059405293059843,84
"Temporal validation cohort","IDHmut-codel",24,0.125,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.125,"Clinicoradiologic",0.09912077698101734,84
"Temporal validation cohort","IDHmut-codel",24,0.125,"3D-CNN",0.11830756399942637,84
"Temporal validation cohort","IDHmut-codel",24,0.125,"3D-ViT",0.12471296785582012,84
"Temporal validation cohort","IDHmut-codel",24,0.125,"CR-ViT",0.11723512865339791,84
"Temporal validation cohort","IDHmut-codel",24,0.15000000000000002,"Treat all",0.0844350544873807,84
"Temporal validation cohort","IDHmut-codel",24,0.15000000000000002,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.15000000000000002,"Clinicoradiologic",0.06373926883354106,84
"Temporal validation cohort","IDHmut-codel",24,0.15000000000000002,"3D-CNN",0.09732965250920297,84
"Temporal validation cohort","IDHmut-codel",24,0.15000000000000002,"3D-ViT",0.11670038927686277,84
"Temporal validation cohort","IDHmut-codel",24,0.15000000000000002,"CR-ViT",0.08835159969594293,84
"Temporal validation cohort","IDHmut-codel",24,0.17500000000000002,"Treat all",0.05669066219911953,84
"Temporal validation cohort","IDHmut-codel",24,0.17500000000000002,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.17500000000000002,"Clinicoradiologic",0.05392787745728924,84
"Temporal validation cohort","IDHmut-codel",24,0.17500000000000002,"3D-CNN",0.11204087090448864,84
"Temporal validation cohort","IDHmut-codel",24,0.17500000000000002,"3D-ViT",0.11204087090448864,84
"Temporal validation cohort","IDHmut-codel",24,0.17500000000000002,"CR-ViT",0.07618286304922245,84
"Temporal validation cohort","IDHmut-codel",24,0.2,"Treat all",0.027212245392842033,84
"Temporal validation cohort","IDHmut-codel",24,0.2,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.2,"Clinicoradiologic",0.028277278277278203,84
"Temporal validation cohort","IDHmut-codel",24,0.2,"3D-CNN",0.10357028042972603,84
"Temporal validation cohort","IDHmut-codel",24,0.2,"3D-ViT",0.10574342573190487,84
"Temporal validation cohort","IDHmut-codel",24,0.2,"CR-ViT",0.053176153273809486,84
"Temporal validation cohort","IDHmut-codel",24,0.225,"Treat all",-0.0041680047557759725,84
"Temporal validation cohort","IDHmut-codel",24,0.225,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.225,"Clinicoradiologic",0.035045798486658744,84
"Temporal validation cohort","IDHmut-codel",24,0.225,"3D-CNN",0.07532766712454211,84
"Temporal validation cohort","IDHmut-codel",24,0.225,"3D-ViT",0.08395308478858961,84
"Temporal validation cohort","IDHmut-codel",24,0.225,"CR-ViT",0.05754435769344955,84
"Temporal validation cohort","IDHmut-codel",24,0.25,"Treat all",-0.0376402715809685,84
"Temporal validation cohort","IDHmut-codel",24,0.25,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.25,"Clinicoradiologic",0.0029761904761904812,84
"Temporal validation cohort","IDHmut-codel",24,0.25,"3D-CNN",0.05844560046240721,84
"Temporal validation cohort","IDHmut-codel",24,0.25,"3D-ViT",0.10144927536231885,84
"Temporal validation cohort","IDHmut-codel",24,0.25,"CR-ViT",0.05530753968253967,84
"Temporal validation cohort","IDHmut-codel",24,0.275,"Treat all",-0.07342097060100194,84
"Temporal validation cohort","IDHmut-codel",24,0.275,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.275,"Clinicoradiologic",-0.008210180623973664,84
"Temporal validation cohort","IDHmut-codel",24,0.275,"3D-CNN",0.04643632229839128,84
"Temporal validation cohort","IDHmut-codel",24,0.275,"3D-ViT",0.07871553358368776,84
"Temporal validation cohort","IDHmut-codel",24,0.275,"CR-ViT",0.05981703026037999,84
"Temporal validation cohort","IDHmut-codel",24,0.30000000000000004,"Treat all",-0.11175743383675202,84
"Temporal validation cohort","IDHmut-codel",24,0.30000000000000004,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.30000000000000004,"Clinicoradiologic",-0.011904761904761904,84
"Temporal validation cohort","IDHmut-codel",24,0.30000000000000004,"3D-CNN",0.048287172011661834,84
"Temporal validation cohort","IDHmut-codel",24,0.30000000000000004,"3D-ViT",0.053903247141918284,84
"Temporal validation cohort","IDHmut-codel",24,0.30000000000000004,"CR-ViT",0.05344995140913505,84
"Temporal validation cohort","IDHmut-codel",24,0.325,"Treat all",-0.152933635089965,84
"Temporal validation cohort","IDHmut-codel",24,0.325,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.325,"Clinicoradiologic",-0.009259259259259271,84
"Temporal validation cohort","IDHmut-codel",24,0.325,"3D-CNN",0.06956183146659337,84
"Temporal validation cohort","IDHmut-codel",24,0.325,"3D-ViT",0.03590876430382604,84
"Temporal validation cohort","IDHmut-codel",24,0.325,"CR-ViT",0.046611237087427544,84
"Temporal validation cohort","IDHmut-codel",24,0.35,"Treat all",-0.197277236439579,84
"Temporal validation cohort","IDHmut-codel",24,0.35,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.35,"Clinicoradiologic",-0.022893772893772913,84
"Temporal validation cohort","IDHmut-codel",24,0.35,"3D-CNN",0.07806776556776558,84
"Temporal validation cohort","IDHmut-codel",24,0.35,"3D-ViT",0.05687830687830688,84
"Temporal validation cohort","IDHmut-codel",24,0.35,"CR-ViT",0.03924646781789637,84
"Temporal validation cohort","IDHmut-codel",24,0.375,"Treat all",-0.2451683258971622,84
"Temporal validation cohort","IDHmut-codel",24,0.375,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.375,"Clinicoradiologic",-0.03571428571428569,84
"Temporal validation cohort","IDHmut-codel",24,0.375,"3D-CNN",0.09002267573696145,84
"Temporal validation cohort","IDHmut-codel",24,0.375,"3D-ViT",0.062409812409812415,84
"Temporal validation cohort","IDHmut-codel",24,0.375,"CR-ViT",0.01768368886015944,84
"Temporal validation cohort","IDHmut-codel",24,0.4,"Treat all",-0.29705033947621073,84
"Temporal validation cohort","IDHmut-codel",24,0.4,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.4,"Clinicoradiologic",-0.03968253968253967,84
"Temporal validation cohort","IDHmut-codel",24,0.4,"3D-CNN",0.07142857142857142,84
"Temporal validation cohort","IDHmut-codel",24,0.4,"3D-ViT",0.04665704665704666,84
