"cohort","subtype","time_months","threshold","strategy","net_benefit","n"
"Temporal validation cohort","IDHmut-codel",24,0.4,"CR-ViT",0.018892838771311014,84
"Temporal validation cohort","IDHmut-codel",24,0.42500000000000004,"Treat all",-0.3534438324969156,84
"Temporal validation cohort","IDHmut-codel",24,0.42500000000000004,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.42500000000000004,"Clinicoradiologic",-0.03778467908902691,84
"Temporal validation cohort","IDHmut-codel",24,0.42500000000000004,"3D-CNN",0.047619047619047616,84
"Temporal validation cohort","IDHmut-codel",24,0.42500000000000004,"3D-ViT",0.05737947352854185,84
"Temporal validation cohort","IDHmut-codel",24,0.42500000000000004,"CR-ViT",-0.0023068271860542315,84
"Temporal validation cohort","IDHmut-codel",24,0.45000000000000007,"Treat all",-0.41496400670132094,84
"Temporal validation cohort","IDHmut-codel",24,0.45000000000000007,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.45000000000000007,"Clinicoradiologic",-0.015151515151515176,84
"Temporal validation cohort","IDHmut-codel",24,0.45000000000000007,"3D-CNN",0.03571428571428571,84
"Temporal validation cohort","IDHmut-codel",24,0.45000000000000007,"3D-ViT",0.08333333333333333,84
"Temporal validation cohort","IDHmut-codel",24,0.45000000000000007,"CR-ViT",7.308708607409731e-4,84
"Temporal validation cohort","IDHmut-codel",24,0.475,"Treat all",-0.4823432451156692,84
"Temporal validation cohort","IDHmut-codel",24,0.475,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.475,"Clinicoradiologic",-0.008503401360544227,84
"Temporal validation cohort","IDHmut-codel",24,0.475,"3D-CNN",0.03571428571428571,84
"Temporal validation cohort","IDHmut-codel",24,0.475,"3D-ViT",0.07142857142857142,84
"Temporal validation cohort","IDHmut-codel",24,0.475,"CR-ViT",0.021094034321547567,84
"Temporal validation cohort","IDHmut-codel",24,0.5,"Treat all",-0.5564604073714527,84
"Temporal validation cohort","IDHmut-codel",24,0.5,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.5,"Clinicoradiologic",0,84
"Temporal validation cohort","IDHmut-codel",24,0.5,"3D-CNN",-0.023809523809523808,84
"Temporal validation cohort","IDHmut-codel",24,0.5,"3D-ViT",0.07142857142857142,84
"Temporal validation cohort","IDHmut-codel",24,0.5,"CR-ViT",0.013815402704291602,84
"Temporal validation cohort","IDHmut-codel",24,0.525,"Treat all",-0.6383793761804767,84
"Temporal validation cohort","IDHmut-codel",24,0.525,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.525,"Clinicoradiologic",-0.0025062656641604035,84
"Temporal validation cohort","IDHmut-codel",24,0.525,"3D-CNN",-0.013157894736842106,84
"Temporal validation cohort","IDHmut-codel",24,0.525,"3D-ViT",0.07142857142857142,84
"Temporal validation cohort","IDHmut-codel",24,0.525,"CR-ViT",0.0057705993378508085,84
"Temporal validation cohort","IDHmut-codel",24,0.55,"Treat all",-0.7294004526349478,84
"Temporal validation cohort","IDHmut-codel",24,0.55,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.55,"Clinicoradiologic",0.00925925925925926,84
"Temporal validation cohort","IDHmut-codel",24,0.55,"3D-CNN",-0.014550264550264553,84
"Temporal validation cohort","IDHmut-codel",24,0.55,"3D-ViT",0.05952380952380952,84
"Temporal validation cohort","IDHmut-codel",24,0.55,"CR-ViT",-0.003168071069305648,84
"Temporal validation cohort","IDHmut-codel",24,0.5750000000000001,"Treat all",-0.8311298910252388,84
"Temporal validation cohort","IDHmut-codel",24,0.5750000000000001,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.5750000000000001,"Clinicoradiologic",0.023809523809523808,84
"Temporal validation cohort","IDHmut-codel",24,0.5750000000000001,"3D-CNN",-0.016106442577030814,84
"Temporal validation cohort","IDHmut-codel",24,0.5750000000000001,"3D-ViT",0.05952380952380952,84
"Temporal validation cohort","IDHmut-codel",24,0.5750000000000001,"CR-ViT",0.010504201680672232,84
"Temporal validation cohort","IDHmut-codel",24,0.6,"Treat all",-0.9455755092143158,84
"Temporal validation cohort","IDHmut-codel",24,0.6,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.6,"Clinicoradiologic",0.023809523809523808,84
"Temporal validation cohort","IDHmut-codel",24,0.6,"3D-CNN",-0.017857142857142853,84
"Temporal validation cohort","IDHmut-codel",24,0.6,"3D-ViT",-0.03174603174603173,84
"Temporal validation cohort","IDHmut-codel",24,0.6,"CR-ViT",-0.02210884353741493,84
"Temporal validation cohort","IDHmut-codel",24,0.625,"Treat all",-1.075280543161937,84
"Temporal validation cohort","IDHmut-codel",24,0.625,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.625,"Clinicoradiologic",0.023809523809523808,84
"Temporal validation cohort","IDHmut-codel",24,0.625,"3D-CNN",0,84
"Temporal validation cohort","IDHmut-codel",24,0.625,"3D-ViT",-0.05952380952380952,84
"Temporal validation cohort","IDHmut-codel",24,0.625,"CR-ViT",-0.03231292517006801,84
"Temporal validation cohort","IDHmut-codel",24,0.65,"Treat all",-1.2235148676735044,84
"Temporal validation cohort","IDHmut-codel",24,0.65,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.65,"Clinicoradiologic",0,84
"Temporal validation cohort","IDHmut-codel",24,0.65,"3D-CNN",0,84
"Temporal validation cohort","IDHmut-codel",24,0.65,"3D-ViT",-0.04421768707482994,84
"Temporal validation cohort","IDHmut-codel",24,0.65,"CR-ViT",-0.043974732750242954,84
"Temporal validation cohort","IDHmut-codel",24,0.675,"Treat all",-1.3945544728791583,84
"Temporal validation cohort","IDHmut-codel",24,0.675,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.675,"Clinicoradiologic",0,84
"Temporal validation cohort","IDHmut-codel",24,0.675,"3D-CNN",0,84
"Temporal validation cohort","IDHmut-codel",24,0.675,"3D-ViT",-0.02472527472527473,84
"Temporal validation cohort","IDHmut-codel",24,0.675,"CR-ViT",-0.057430664573521736,84
"Temporal validation cohort","IDHmut-codel",24,0.7,"Treat all",-1.594100678952421,84
"Temporal validation cohort","IDHmut-codel",24,0.7,"Treat none",0,84
"Temporal validation cohort","IDHmut-codel",24,0.7,"Clinicoradiologic",0,84
"Temporal validation cohort","IDHmut-codel",24,0.7,"3D-CNN",0,84
"Temporal validation cohort","IDHmut-codel",24,0.7,"3D-ViT",-0.027777777777777773,84
"Temporal validation cohort","IDHmut-codel",24,0.7,"CR-ViT",-0.08333333333333327,84
"Temporal validation cohort","GBM",12,0.1,"Treat all",0.5834548164315555,175
"Temporal validation cohort","GBM",12,0.1,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.1,"Clinicoradiologic",0.5834548164315555,175
"Temporal validation cohort","GBM",12,0.1,"3D-CNN",0.5834548164315555,175
"Temporal validation cohort","GBM",12,0.1,"3D-ViT",0.5834548164315555,175
"Temporal validation cohort","GBM",12,0.1,"CR-ViT",0.584258117776469,175
"Temporal validation cohort","GBM",12,0.125,"Treat all",0.5715535254724571,175
"Temporal validation cohort","GBM",12,0.125,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.125,"Clinicoradiologic",0.5715535254724571,175
"Temporal validation cohort","GBM",12,0.125,"3D-CNN",0.5715535254724571,175
"Temporal validation cohort","GBM",12,0.125,"3D-ViT",0.5715535254724571,175
"Temporal validation cohort","GBM",12,0.125,"CR-ViT",0.5745347097296671,175
"Temporal validation cohort","GBM",12,0.15000000000000002,"Treat all",0.5589521585745881,175
"Temporal validation cohort","GBM",12,0.15000000000000002,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.15000000000000002,"Clinicoradiologic",0.5589521585745881,175
"Temporal validation cohort","GBM",12,0.15000000000000002,"3D-CNN",0.5589521585745881,175
"Temporal validation cohort","GBM",12,0.15000000000000002,"3D-ViT",0.5589521585745881,175
"Temporal validation cohort","GBM",12,0.15000000000000002,"CR-ViT",0.5579882871466725,175
"Temporal validation cohort","GBM",12,0.17500000000000002,"Treat all",0.5455870724707877,175
"Temporal validation cohort","GBM",12,0.17500000000000002,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.17500000000000002,"Clinicoradiologic",0.5455870724707877,175
"Temporal validation cohort","GBM",12,0.17500000000000002,"3D-CNN",0.5455870724707877,175
"Temporal validation cohort","GBM",12,0.17500000000000002,"3D-ViT",0.5469828817301741,175
"Temporal validation cohort","GBM",12,0.17500000000000002,"CR-ViT",0.5454597936835845,175
"Temporal validation cohort","GBM",12,0.2,"Treat all",0.5313866684854999,175
"Temporal validation cohort","GBM",12,0.2,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.2,"Clinicoradiologic",0.5313866684854999,175
"Temporal validation cohort","GBM",12,0.2,"3D-CNN",0.5313866684854999,175
"Temporal validation cohort","GBM",12,0.2,"3D-ViT",0.5362544816239662,175
"Temporal validation cohort","GBM",12,0.2,"CR-ViT",0.5237187781963771,175
"Temporal validation cohort","GBM",12,0.225,"Treat all",0.516270109404387,175
"Temporal validation cohort","GBM",12,0.225,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.225,"Clinicoradiologic",0.516270109404387,175
"Temporal validation cohort","GBM",12,0.225,"3D-CNN",0.5181246344685263,175
"Temporal validation cohort","GBM",12,0.225,"3D-ViT",0.5218479441648315,175
"Temporal validation cohort","GBM",12,0.225,"CR-ViT",0.5080495973394602,175
"Temporal validation cohort","GBM",12,0.25,"Treat all",0.5001457797178666,175
"Temporal validation cohort","GBM",12,0.25,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.25,"Clinicoradiologic",0.5001457797178666,175
"Temporal validation cohort","GBM",12,0.25,"3D-CNN",0.50225259847462,175
"Temporal validation cohort","GBM",12,0.25,"3D-ViT",0.49040248415420734,175
"Temporal validation cohort","GBM",12,0.25,"CR-ViT",0.49784977850232004,175
"Temporal validation cohort","GBM",12,0.275,"Treat all",0.4829094272943447,175
"Temporal validation cohort","GBM",12,0.275,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.275,"Clinicoradiologic",0.48528593930872016,175
"Temporal validation cohort","GBM",12,0.275,"3D-CNN",0.48528593930872016,175
"Temporal validation cohort","GBM",12,0.275,"3D-ViT",0.4675029706842745,175
"Temporal validation cohort","GBM",12,0.275,"CR-ViT",0.4839845674016354,175
"Temporal validation cohort","GBM",12,0.30000000000000004,"Treat all",0.4644419068405713,175
"Temporal validation cohort","GBM",12,0.30000000000000004,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.30000000000000004,"Clinicoradiologic",0.4697780401845402,175
"Temporal validation cohort","GBM",12,0.30000000000000004,"3D-CNN",0.469393940514837,175
"Temporal validation cohort","GBM",12,0.30000000000000004,"3D-ViT",0.45611136246882583,175
"Temporal validation cohort","GBM",12,0.30000000000000004,"CR-ViT",0.4731069855068192,175
"Temporal validation cohort","GBM",12,0.325,"Treat all",0.44460642190874067,175
"Temporal validation cohort","GBM",12,0.325,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.325,"Clinicoradiologic",0.4505634702442851,175
"Temporal validation cohort","GBM",12,0.325,"3D-CNN",0.44042446923614187,175
"Temporal validation cohort","GBM",12,0.325,"3D-ViT",0.4300190315479299,175
"Temporal validation cohort","GBM",12,0.325,"CR-ViT",0.46908214279016747,175
"Temporal validation cohort","GBM",12,0.35,"Treat all",0.42324513044369216,175
"Temporal validation cohort","GBM",12,0.35,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.35,"Clinicoradiologic",0.43554465393082703,175
"Temporal validation cohort","GBM",12,0.35,"3D-CNN",0.4213655722677573,175
"Temporal validation cohort","GBM",12,0.35,"3D-ViT",0.4215742766015118,175
"Temporal validation cohort","GBM",12,0.35,"CR-ViT",0.45322549999288614,175
"Temporal validation cohort","GBM",12,0.375,"Treat all",0.4001749356614399,175
"Temporal validation cohort","GBM",12,0.375,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.375,"Clinicoradiologic",0.39868077892376597,175
"Temporal validation cohort","GBM",12,0.375,"3D-CNN",0.3993394501551664,175
"Temporal validation cohort","GBM",12,0.375,"3D-ViT",0.416400184404448,175
"Temporal validation cohort","GBM",12,0.375,"CR-ViT",0.4475626826716507,175
"Temporal validation cohort","GBM",12,0.4,"Treat all",0.3751822246473332,175
"Temporal validation cohort","GBM",12,0.4,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.4,"Clinicoradiologic",0.38364096386455476,175
"Temporal validation cohort","GBM",12,0.4,"3D-CNN",0.3666578155078892,175
"Temporal validation cohort","GBM",12,0.4,"3D-ViT",0.4039914480750224,175
"Temporal validation cohort","GBM",12,0.4,"CR-ViT",0.4338301754020171,175
"Temporal validation cohort","GBM",12,0.42500000000000004,"Treat all",0.3480162344146085,175
"Temporal validation cohort","GBM",12,0.42500000000000004,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.42500000000000004,"Clinicoradiologic",0.362353180690219,175
"Temporal validation cohort","GBM",12,0.42500000000000004,"3D-CNN",0.3306624628392187,175
"Temporal validation cohort","GBM",12,0.42500000000000004,"3D-ViT",0.37648013188143653,175
"Temporal validation cohort","GBM",12,0.42500000000000004,"CR-ViT",0.42646248740963866,175
"Temporal validation cohort","GBM",12,0.45000000000000007,"Treat all",0.31838060870618157,175
"Temporal validation cohort","GBM",12,0.45000000000000007,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.45000000000000007,"Clinicoradiologic",0.35077003855417344,175
"Temporal validation cohort","GBM",12,0.45000000000000007,"3D-CNN",0.2926070135476983,175
"Temporal validation cohort","GBM",12,0.45000000000000007,"3D-ViT",0.356232377336634,175
"Temporal validation cohort","GBM",12,0.45000000000000007,"CR-ViT",0.4050693642009095,175
"Temporal validation cohort","GBM",12,0.475,"Treat all",0.2859225424540951,175
"Temporal validation cohort","GBM",12,0.475,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.475,"Clinicoradiologic",0.3178633800107964,175
"Temporal validation cohort","GBM",12,0.475,"3D-CNN",0.24927408164185974,175
"Temporal validation cohort","GBM",12,0.475,"3D-ViT",0.3493314406514365,175
"Temporal validation cohort","GBM",12,0.475,"CR-ViT",0.39445389069398634,175
"Temporal validation cohort","GBM",12,0.5,"Treat all",0.25021866957679983,175
"Temporal validation cohort","GBM",12,0.5,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.5,"Clinicoradiologic",0.3019608557881254,175
"Temporal validation cohort","GBM",12,0.5,"3D-CNN",0.2472070926115908,175
"Temporal validation cohort","GBM",12,0.5,"3D-ViT",0.33718291399547773,175
"Temporal validation cohort","GBM",12,0.5,"CR-ViT",0.3690127396260551,175
"Temporal validation cohort","GBM",12,0.525,"Treat all",0.21075649429136822,175
"Temporal validation cohort","GBM",12,0.525,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.525,"Clinicoradiologic",0.29961500646889017,175
"Temporal validation cohort","GBM",12,0.525,"3D-CNN",0.2557062105269079,175
"Temporal validation cohort","GBM",12,0.525,"3D-ViT",0.29981214216220287,175
"Temporal validation cohort","GBM",12,0.525,"CR-ViT",0.35354724471915566,175
"Temporal validation cohort","GBM",12,0.55,"Treat all",0.16690963286311084,175
"Temporal validation cohort","GBM",12,0.55,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.55,"Clinicoradiologic",0.28469863723903827,175
"Temporal validation cohort","GBM",12,0.55,"3D-CNN",0.23000034581733927,175
"Temporal validation cohort","GBM",12,0.55,"3D-ViT",0.2647259252492499,175
"Temporal validation cohort","GBM",12,0.55,"CR-ViT",0.355774435230148,175
"Temporal validation cohort","GBM",12,0.5750000000000001,"Treat all",0.11790431714917615,175
"Temporal validation cohort","GBM",12,0.5750000000000001,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.5750000000000001,"Clinicoradiologic",0.224967795149874,175
"Temporal validation cohort","GBM",12,0.5750000000000001,"3D-CNN",0.20507742783577426,175
"Temporal validation cohort","GBM",12,0.5750000000000001,"3D-ViT",0.24771748453058967,175
"Temporal validation cohort","GBM",12,0.5750000000000001,"CR-ViT",0.3436651171452282,175
"Temporal validation cohort","GBM",12,0.6,"Treat all",0.06277333697099985,175
"Temporal validation cohort","GBM",12,0.6,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.6,"Clinicoradiologic",0.17447071612441792,175
"Temporal validation cohort","GBM",12,0.6,"3D-CNN",0.19170542635658908,175
"Temporal validation cohort","GBM",12,0.6,"3D-ViT",0.21001332325664024,175
"Temporal validation cohort","GBM",12,0.6,"CR-ViT",0.3317142857142858,175
"Temporal validation cohort","GBM",12,0.625,"Treat all",2.9155943573311305e-4,175
"Temporal validation cohort","GBM",12,0.625,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.625,"Clinicoradiologic",0.18216296296296278,175
"Temporal validation cohort","GBM",12,0.625,"3D-CNN",0.1687369001654715,175
"Temporal validation cohort","GBM",12,0.625,"3D-ViT",0.1945599843274262,175
"Temporal validation cohort","GBM",12,0.625,"CR-ViT",0.29559293987865387,175
"Temporal validation cohort","GBM",12,0.65,"Treat all",-0.07111618631885752,175
"Temporal validation cohort","GBM",12,0.65,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.65,"Clinicoradiologic",0.18102040816326523,175
"Temporal validation cohort","GBM",12,0.65,"3D-CNN",0.1481049562682217,175
"Temporal validation cohort","GBM",12,0.65,"3D-ViT",0.21080825520591615,175
"Temporal validation cohort","GBM",12,0.65,"CR-ViT",0.2780522735409954,175
"Temporal validation cohort","GBM",12,0.675,"Treat all",-0.1535097391126159,175
"Temporal validation cohort","GBM",12,0.675,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.675,"Clinicoradiologic",0.12184073629451764,175
"Temporal validation cohort","GBM",12,0.675,"3D-CNN",0.13670329670329653,175
"Temporal validation cohort","GBM",12,0.675,"3D-ViT",0.17532196198862882,175
"Temporal validation cohort","GBM",12,0.675,"CR-ViT",0.2584984842743464,175
"Temporal validation cohort","GBM",12,0.7,"Treat all",-0.2496355507053335,175
"Temporal validation cohort","GBM",12,0.7,"Treat none",0,175
"Temporal validation cohort","GBM",12,0.7,"Clinicoradiologic",0.08235294117647053,175
"Temporal validation cohort","GBM",12,0.7,"3D-CNN",0.09934065934065939,175
"Temporal validation cohort","GBM",12,0.7,"3D-ViT",0.1635974869708004,175
"Temporal validation cohort","GBM",12,0.7,"CR-ViT",0.24522588522588534,175
"Spatial validation cohort","IDHmut-intact",24,0.1,"Treat all",0.19482164465357898,196
"Spatial validation cohort","IDHmut-intact",24,0.1,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.1,"Clinicoradiologic",0.1956894713996123,196
"Spatial validation cohort","IDHmut-intact",24,0.1,"3D-CNN",0.1854239473309219,196
"Spatial validation cohort","IDHmut-intact",24,0.1,"3D-ViT",0.1907246852520507,196
"Spatial validation cohort","IDHmut-intact",24,0.1,"CR-ViT",0.19774784156103498,196
"Spatial validation cohort","IDHmut-intact",24,0.125,"Treat all",0.17181654878653838,196
"Spatial validation cohort","IDHmut-intact",24,0.125,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.125,"Clinicoradiologic",0.1749464513499161,196
"Spatial validation cohort","IDHmut-intact",24,0.125,"3D-CNN",0.15543166100721487,196
"Spatial validation cohort","IDHmut-intact",24,0.125,"3D-ViT",0.15967618025070976,196
"Spatial validation cohort","IDHmut-intact",24,0.125,"CR-ViT",0.1731831458834572,196
"Spatial validation cohort","IDHmut-intact",24,0.15000000000000002,"Treat all",0.14745821198614242,196
"Spatial validation cohort","IDHmut-intact",24,0.15000000000000002,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.15000000000000002,"Clinicoradiologic",0.1316423464774163,196
"Spatial validation cohort","IDHmut-intact",24,0.15000000000000002,"3D-CNN",0.12887500855285228,196
"Spatial validation cohort","IDHmut-intact",24,0.15000000000000002,"3D-ViT",0.14033216131169854,196
"Spatial validation cohort","IDHmut-intact",24,0.15000000000000002,"CR-ViT",0.14013365970058367,196
"Spatial validation cohort","IDHmut-intact",24,0.17500000000000002,"Treat all",0.12162361234935887,196
"Spatial validation cohort","IDHmut-intact",24,0.17500000000000002,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.17500000000000002,"Clinicoradiologic",0.10576992092873971,196
"Spatial validation cohort","IDHmut-intact",24,0.17500000000000002,"3D-CNN",0.11929266094729545,196
"Spatial validation cohort","IDHmut-intact",24,0.17500000000000002,"3D-ViT",0.1284275211925605,196
"Spatial validation cohort","IDHmut-intact",24,0.17500000000000002,"CR-ViT",0.11919257655196222,196
"Spatial validation cohort","IDHmut-intact",24,0.2,"Treat all",0.09417435023527634,196
"Spatial validation cohort","IDHmut-intact",24,0.2,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.2,"Clinicoradiologic",0.09369434528018582,196
"Spatial validation cohort","IDHmut-intact",24,0.2,"3D-CNN",0.0980765411378977,196
"Spatial validation cohort","IDHmut-intact",24,0.2,"3D-ViT",0.1165109529617479,196
"Spatial validation cohort","IDHmut-intact",24,0.2,"CR-ViT",0.10137235787697799,196
"Spatial validation cohort","IDHmut-intact",24,0.225,"Treat all",0.06495416798480139,196
"Spatial validation cohort","IDHmut-intact",24,0.225,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.225,"Clinicoradiologic",0.08561125877409952,196
"Spatial validation cohort","IDHmut-intact",24,0.225,"3D-CNN",0.08723938009068953,196
"Spatial validation cohort","IDHmut-intact",24,0.225,"3D-ViT",0.10729048677963543,196
"Spatial validation cohort","IDHmut-intact",24,0.225,"CR-ViT",0.09864539190230326,196
"Spatial validation cohort","IDHmut-intact",24,0.25,"Treat all",0.033785973584294776,196
"Spatial validation cohort","IDHmut-intact",24,0.25,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.25,"Clinicoradiologic",0.06856813918633502,196
"Spatial validation cohort","IDHmut-intact",24,0.25,"3D-CNN",0.06399750016818119,196
"Spatial validation cohort","IDHmut-intact",24,0.25,"3D-ViT",0.09455443967989986,196
"Spatial validation cohort","IDHmut-intact",24,0.25,"CR-ViT",0.09140086955835065,196
"Spatial validation cohort","IDHmut-intact",24,0.275,"Treat all",4.682485354773336e-4,196
"Spatial validation cohort","IDHmut-intact",24,0.275,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.275,"Clinicoradiologic",0.05130188581887328,196
"Spatial validation cohort","IDHmut-intact",24,0.275,"3D-CNN",0.057748249649206114,196
"Spatial validation cohort","IDHmut-intact",24,0.275,"3D-ViT",0.0867380825284727,196
"Spatial validation cohort","IDHmut-intact",24,0.275,"CR-ViT",0.06678647868135677,196
"Spatial validation cohort","IDHmut-intact",24,0.30000000000000004,"Treat all",-0.03522931401682711,196
"Spatial validation cohort","IDHmut-intact",24,0.30000000000000004,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.30000000000000004,"Clinicoradiologic",0.03733090314709477,196
"Spatial validation cohort","IDHmut-intact",24,0.30000000000000004,"3D-CNN",0.054559147576913214,196
"Spatial validation cohort","IDHmut-intact",24,0.30000000000000004,"3D-ViT",0.05591117379507838,196
"Spatial validation cohort","IDHmut-intact",24,0.30000000000000004,"CR-ViT",0.09130432011827277,196
"Spatial validation cohort","IDHmut-intact",24,0.325,"Treat all",-0.07357114046189467,196
"Spatial validation cohort","IDHmut-intact",24,0.325,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.325,"Clinicoradiologic",0.03226820951033441,196
"Spatial validation cohort","IDHmut-intact",24,0.325,"3D-CNN",0.031732004729604385,196
"Spatial validation cohort","IDHmut-intact",24,0.325,"3D-ViT",0.04680472476819525,196
"Spatial validation cohort","IDHmut-intact",24,0.325,"CR-ViT",0.10795509869023172,196
"Spatial validation cohort","IDHmut-intact",24,0.35,"Treat all",-0.11486233817196756,196
"Spatial validation cohort","IDHmut-intact",24,0.35,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.35,"Clinicoradiologic",0.021142358015419044,196
"Spatial validation cohort","IDHmut-intact",24,0.35,"3D-CNN",0.0158706558499829,196
"Spatial validation cohort","IDHmut-intact",24,0.35,"3D-ViT",0.04896079174954591,196
"Spatial validation cohort","IDHmut-intact",24,0.35,"CR-ViT",0.09636714910043218,196
"Spatial validation cohort","IDHmut-intact",24,0.375,"Treat all",-0.15945683169884628,196
"Spatial validation cohort","IDHmut-intact",24,0.375,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.375,"Clinicoradiologic",0.017473307092181846,196
"Spatial validation cohort","IDHmut-intact",24,0.375,"3D-CNN",0.011401541754091821,196
"Spatial validation cohort","IDHmut-intact",24,0.375,"3D-ViT",0.016373208298672,196
"Spatial validation cohort","IDHmut-intact",24,0.375,"CR-ViT",0.09674665821333141,196
"Spatial validation cohort","IDHmut-intact",24,0.4,"Treat all",-0.20776753301963158,196
"Spatial validation cohort","IDHmut-intact",24,0.4,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.4,"Clinicoradiologic",-0.004699591507083391,196
"Spatial validation cohort","IDHmut-intact",24,0.4,"3D-CNN",0.03760101951002856,196
"Spatial validation cohort","IDHmut-intact",24,0.4,"3D-ViT",0.003038809358609913,196
"Spatial validation cohort","IDHmut-intact",24,0.4,"CR-ViT",0.07496852374633506,196
"Spatial validation cohort","IDHmut-intact",24,0.42500000000000004,"Treat all",-0.26027916489005043,196
"Spatial validation cohort","IDHmut-intact",24,0.42500000000000004,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.42500000000000004,"Clinicoradiologic",0.002661934338952984,196
"Spatial validation cohort","IDHmut-intact",24,0.42500000000000004,"3D-CNN",0.03089615630371199,196
"Spatial validation cohort","IDHmut-intact",24,0.42500000000000004,"3D-ViT",0.023549917448379434,196
"Spatial validation cohort","IDHmut-intact",24,0.42500000000000004,"CR-ViT",0.065559347649039,196
"Spatial validation cohort","IDHmut-intact",24,0.45000000000000007,"Treat all",-0.3175645814759619,196
"Spatial validation cohort","IDHmut-intact",24,0.45000000000000007,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.45000000000000007,"Clinicoradiologic",-0.0024516300026504296,196
"Spatial validation cohort","IDHmut-intact",24,0.45000000000000007,"3D-CNN",0.018415635429281534,196
"Spatial validation cohort","IDHmut-intact",24,0.45000000000000007,"3D-ViT",0.0265481667526136,196
"Spatial validation cohort","IDHmut-intact",24,0.45000000000000007,"CR-ViT",0.046773658481459916,196
"Spatial validation cohort","IDHmut-intact",24,0.475,"Treat all",-0.380305752022436,196
"Spatial validation cohort","IDHmut-intact",24,0.475,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.475,"Clinicoradiologic",-0.001214771622934901,196
"Spatial validation cohort","IDHmut-intact",24,0.475,"3D-CNN",0.0077616145161633855,196
"Spatial validation cohort","IDHmut-intact",24,0.475,"3D-ViT",0.037875092648726294,196
"Spatial validation cohort","IDHmut-intact",24,0.475,"CR-ViT",0.03729425909517538,196
"Spatial validation cohort","IDHmut-intact",24,0.5,"Treat all",-0.44932103962355785,196
"Spatial validation cohort","IDHmut-intact",24,0.5,"Treat none",0,196
"Spatial validation cohort","IDHmut-intact",24,0.5,"Clinicoradiologic",-0.005102040816326528,196
"Spatial validation cohort","IDHmut-intact",24,0.5,"3D-CNN",0.001775139146567745,196
"Spatial validation cohort","IDHmut-intact",24,0.5,"3D-ViT",-0.004769364229090132,196
"Spatial validation cohort","IDHmut-intact",24,0.5,"CR-ViT",0.013938364974613024,196
"Spatial validation cohort","IDHmut-intact",24,0.525,"Treat all",-0.5256010943405873,196
"Spatial validation cohort","IDHmut-intact",24,0.525,"Treat none",0,196
